Trialn,TrialType,Partner,Feedback,ITI,ISI
1,2,1,2,3,1.700000e+00
2,3,1,3,1,2.550000e+00
3,6,2,3,4,8.500000e-01
4,1,1,1,3,8.500000e-01
5,3,1,3,4,2.550000e+00
6,1,1,1,4,2.550000e+00
7,4,2,1,4,2.550000e+00
8,3,1,3,3,1.700000e+00
9,3,1,3,3,8.500000e-01
10,1,1,1,3,2.550000e+00
11,1,1,1,1,8.500000e-01
12,4,2,1,2,2.550000e+00
13,6,2,3,1,1.700000e+00
14,4,2,1,3,8.500000e-01
15,1,1,1,2,2.550000e+00
16,1,1,1,2,8.500000e-01
17,6,2,3,2,2.550000e+00
18,6,2,3,4,2.550000e+00
19,6,2,3,2,1.700000e+00
20,2,1,2,2,1.700000e+00
21,4,2,1,4,2.550000e+00
22,3,1,3,2,2.550000e+00
23,2,1,2,3,1.700000e+00
24,4,2,1,4,1.700000e+00
25,4,2,1,2,2.550000e+00
26,2,1,2,1,8.500000e-01
27,4,2,1,1,1.700000e+00
28,3,1,3,3,1.700000e+00
29,1,1,1,3,2.550000e+00
30,4,2,1,1,1.700000e+00
31,4,2,1,2,1.700000e+00
32,4,2,1,4,8.500000e-01
33,5,2,2,3,8.500000e-01
34,6,2,3,2,1.700000e+00
35,5,2,2,4,8.500000e-01
36,5,2,2,3,1.700000e+00
37,3,1,3,3,8.500000e-01
38,3,1,3,4,2.550000e+00
39,6,2,3,2,1.700000e+00
40,3,1,3,2,8.500000e-01
41,6,2,3,4,1.700000e+00
42,6,2,3,2,8.500000e-01
43,4,2,1,3,8.500000e-01
44,3,1,3,4,8.500000e-01
45,1,1,1,4,8.500000e-01
46,2,1,2,4,8.500000e-01
47,1,1,1,3,1.700000e+00
48,6,2,3,1,1.700000e+00
49,1,1,1,1,2.550000e+00
50,1,1,1,2,2.550000e+00
51,5,2,2,2,2.550000e+00
52,5,2,2,4,8.500000e-01
53,3,1,3,1,2.550000e+00
54,6,2,3,3,1.700000e+00
