Trialn,TrialType,Partner,Feedback,ITI,ISI
1,4,2,1,3,8.500000e-01
2,3,1,3,4,2.550000e+00
3,6,2,3,4,2.550000e+00
4,6,2,3,2,2.550000e+00
5,2,1,2,2,8.500000e-01
6,6,2,3,1,2.550000e+00
7,2,1,2,1,1.700000e+00
8,5,2,2,1,1.700000e+00
9,4,2,1,3,2.550000e+00
10,6,2,3,3,2.550000e+00
11,1,1,1,3,8.500000e-01
12,2,1,2,2,1.700000e+00
13,5,2,2,4,8.500000e-01
14,5,2,2,3,8.500000e-01
15,4,2,1,2,1.700000e+00
16,1,1,1,3,2.550000e+00
17,1,1,1,2,1.700000e+00
18,6,2,3,1,8.500000e-01
19,4,2,1,3,1.700000e+00
20,3,1,3,1,1.700000e+00
21,4,2,1,4,2.550000e+00
22,6,2,3,4,1.700000e+00
23,6,2,3,2,2.550000e+00
24,1,1,1,1,2.550000e+00
25,3,1,3,3,1.700000e+00
26,4,2,1,4,1.700000e+00
27,3,1,3,4,1.700000e+00
28,1,1,1,2,2.550000e+00
29,6,2,3,3,8.500000e-01
30,3,1,3,3,2.550000e+00
31,1,1,1,3,8.500000e-01
32,1,1,1,2,2.550000e+00
33,1,1,1,4,8.500000e-01
34,3,1,3,2,1.700000e+00
35,2,1,2,1,8.500000e-01
36,6,2,3,4,1.700000e+00
37,1,1,1,3,8.500000e-01
38,4,2,1,1,8.500000e-01
39,3,1,3,2,8.500000e-01
40,5,2,2,1,8.500000e-01
41,6,2,3,1,1.700000e+00
42,4,2,1,3,2.550000e+00
43,5,2,2,2,8.500000e-01
44,3,1,3,1,8.500000e-01
45,3,1,3,3,2.550000e+00
46,3,1,3,2,1.700000e+00
47,4,2,1,3,8.500000e-01
48,4,2,1,1,2.550000e+00
49,1,1,1,4,2.550000e+00
50,1,1,1,1,1.700000e+00
51,3,1,3,3,8.500000e-01
52,6,2,3,4,1.700000e+00
53,2,1,2,2,2.550000e+00
54,4,2,1,1,1.700000e+00
