Trialn,TrialType,Partner,Feedback,ITI,ISI
1,4,2,1,2,2.550000e+00
2,1,1,1,4,1.700000e+00
3,6,2,3,2,2.550000e+00
4,1,1,1,3,1.700000e+00
5,6,2,3,1,1.700000e+00
6,6,2,3,2,2.550000e+00
7,1,1,1,4,2.550000e+00
8,1,1,1,2,2.550000e+00
9,1,1,1,3,8.500000e-01
10,3,1,3,4,8.500000e-01
11,2,1,2,2,8.500000e-01
12,5,2,2,2,2.550000e+00
13,1,1,1,1,1.700000e+00
14,6,2,3,4,2.550000e+00
15,2,1,2,3,2.550000e+00
16,3,1,3,4,2.550000e+00
17,6,2,3,3,1.700000e+00
18,6,2,3,1,8.500000e-01
19,4,2,1,2,1.700000e+00
20,4,2,1,4,2.550000e+00
21,1,1,1,3,1.700000e+00
22,6,2,3,4,1.700000e+00
23,1,1,1,4,1.700000e+00
24,4,2,1,3,8.500000e-01
25,3,1,3,4,8.500000e-01
26,4,2,1,4,1.700000e+00
27,6,2,3,1,1.700000e+00
28,3,1,3,2,8.500000e-01
29,4,2,1,2,1.700000e+00
30,6,2,3,3,2.550000e+00
31,6,2,3,3,8.500000e-01
32,1,1,1,2,8.500000e-01
33,2,1,2,2,2.550000e+00
34,5,2,2,4,2.550000e+00
35,2,1,2,1,8.500000e-01
36,4,2,1,4,1.700000e+00
37,4,2,1,1,1.700000e+00
38,1,1,1,2,2.550000e+00
39,3,1,3,3,8.500000e-01
40,5,2,2,3,2.550000e+00
41,3,1,3,3,8.500000e-01
42,5,2,2,3,8.500000e-01
43,3,1,3,3,8.500000e-01
44,4,2,1,3,1.700000e+00
45,3,1,3,1,8.500000e-01
46,2,1,2,4,8.500000e-01
47,4,2,1,1,8.500000e-01
48,3,1,3,2,1.700000e+00
49,3,1,3,2,1.700000e+00
50,1,1,1,1,2.550000e+00
51,6,2,3,2,2.550000e+00
52,5,2,2,4,1.700000e+00
53,4,2,1,3,8.500000e-01
54,3,1,3,3,2.550000e+00
