Trialn,TrialType,Partner,Feedback,ITI,ISI
1,2,1,2,2,8.500000e-01
2,2,1,2,3,2.550000e+00
3,5,2,2,2,2.550000e+00
4,4,2,1,3,8.500000e-01
5,3,1,3,3,8.500000e-01
6,3,1,3,2,1.700000e+00
7,6,2,3,2,2.550000e+00
8,6,2,3,1,1.700000e+00
9,5,2,2,3,8.500000e-01
10,1,1,1,3,1.700000e+00
11,6,2,3,3,2.550000e+00
12,2,1,2,1,8.500000e-01
13,6,2,3,1,8.500000e-01
14,6,2,3,1,1.700000e+00
15,4,2,1,2,1.700000e+00
16,1,1,1,2,8.500000e-01
17,1,1,1,2,2.550000e+00
18,1,1,1,3,1.700000e+00
19,6,2,3,4,2.550000e+00
20,3,1,3,2,1.700000e+00
21,4,2,1,4,1.700000e+00
22,3,1,3,4,8.500000e-01
23,1,1,1,3,8.500000e-01
24,3,1,3,4,8.500000e-01
25,6,2,3,2,2.550000e+00
26,4,2,1,4,1.700000e+00
27,3,1,3,3,2.550000e+00
28,5,2,2,3,2.550000e+00
29,1,1,1,4,1.700000e+00
30,6,2,3,3,1.700000e+00
31,6,2,3,4,1.700000e+00
32,4,2,1,4,2.550000e+00
33,2,1,2,2,2.550000e+00
34,2,1,2,4,8.500000e-01
35,4,2,1,1,8.500000e-01
36,3,1,3,4,2.550000e+00
37,5,2,2,4,1.700000e+00
38,6,2,3,2,2.550000e+00
39,5,2,2,4,2.550000e+00
40,3,1,3,3,8.500000e-01
41,4,2,1,2,1.700000e+00
42,4,2,1,3,8.500000e-01
43,4,2,1,1,1.700000e+00
44,4,2,1,3,1.700000e+00
45,1,1,1,1,2.550000e+00
46,3,1,3,1,8.500000e-01
47,1,1,1,1,1.700000e+00
48,1,1,1,2,2.550000e+00
49,3,1,3,3,8.500000e-01
50,1,1,1,4,1.700000e+00
51,4,2,1,2,2.550000e+00
52,3,1,3,2,8.500000e-01
53,6,2,3,3,8.500000e-01
54,1,1,1,4,2.550000e+00
