Trialn,TrialType,Partner,Feedback,ITI,ISI
1,5,2,2,2,2.550000e+00
2,4,2,1,2,1.700000e+00
3,6,2,3,3,1.700000e+00
4,6,2,3,4,2.550000e+00
5,3,1,3,2,8.500000e-01
6,4,2,1,4,8.500000e-01
7,3,1,3,1,8.500000e-01
8,5,2,2,1,1.700000e+00
9,3,1,3,4,2.550000e+00
10,3,1,3,1,2.550000e+00
11,6,2,3,1,1.700000e+00
12,2,1,2,2,8.500000e-01
13,5,2,2,1,8.500000e-01
14,5,2,2,3,8.500000e-01
15,1,1,1,3,2.550000e+00
16,3,1,3,1,8.500000e-01
17,6,2,3,2,2.550000e+00
18,1,1,1,3,1.700000e+00
19,4,2,1,3,8.500000e-01
20,6,2,3,3,1.700000e+00
21,3,1,3,4,8.500000e-01
22,2,1,2,1,2.550000e+00
23,2,1,2,4,1.700000e+00
24,3,1,3,2,1.700000e+00
25,6,2,3,2,8.500000e-01
26,4,2,1,1,2.550000e+00
27,5,2,2,4,8.500000e-01
28,6,2,3,1,1.700000e+00
29,4,2,1,4,1.700000e+00
30,4,2,1,2,1.700000e+00
31,1,1,1,3,1.700000e+00
32,1,1,1,4,1.700000e+00
33,4,2,1,4,1.700000e+00
34,1,1,1,1,2.550000e+00
35,3,1,3,4,2.550000e+00
36,2,1,2,1,1.700000e+00
37,1,1,1,4,8.500000e-01
38,4,2,1,4,8.500000e-01
39,3,1,3,3,8.500000e-01
40,4,2,1,1,8.500000e-01
41,1,1,1,1,2.550000e+00
42,6,2,3,3,8.500000e-01
43,3,1,3,2,2.550000e+00
44,1,1,1,1,1.700000e+00
45,4,2,1,2,8.500000e-01
46,6,2,3,3,2.550000e+00
47,6,2,3,4,1.700000e+00
48,2,1,2,4,1.700000e+00
49,4,2,1,2,2.550000e+00
50,6,2,3,4,2.550000e+00
51,1,1,1,2,2.550000e+00
52,3,1,3,3,2.550000e+00
53,1,1,1,2,2.550000e+00
54,1,1,1,1,8.500000e-01
