Trialn,TrialType,Partner,Feedback,ITI,ISI
1,1,1,1,2,2.550000e+00
2,4,2,1,2,2.550000e+00
3,5,2,2,3,8.500000e-01
4,4,2,1,1,1.700000e+00
5,1,1,1,3,8.500000e-01
6,3,1,3,2,1.700000e+00
7,4,2,1,1,2.550000e+00
8,4,2,1,2,2.550000e+00
9,6,2,3,4,8.500000e-01
10,4,2,1,2,2.550000e+00
11,6,2,3,4,2.550000e+00
12,5,2,2,3,8.500000e-01
13,2,1,2,1,2.550000e+00
14,6,2,3,1,8.500000e-01
15,5,2,2,4,8.500000e-01
16,6,2,3,1,1.700000e+00
17,4,2,1,2,2.550000e+00
18,6,2,3,2,8.500000e-01
19,3,1,3,2,1.700000e+00
20,6,2,3,2,8.500000e-01
21,3,1,3,4,8.500000e-01
22,1,1,1,1,1.700000e+00
23,5,2,2,2,8.500000e-01
24,4,2,1,3,1.700000e+00
25,1,1,1,4,1.700000e+00
26,3,1,3,3,1.700000e+00
27,2,1,2,3,1.700000e+00
28,2,1,2,4,8.500000e-01
29,4,2,1,3,8.500000e-01
30,3,1,3,2,8.500000e-01
31,2,1,2,1,1.700000e+00
32,5,2,2,3,2.550000e+00
33,2,1,2,4,8.500000e-01
34,1,1,1,4,1.700000e+00
35,3,1,3,3,1.700000e+00
36,1,1,1,3,2.550000e+00
37,1,1,1,1,1.700000e+00
38,6,2,3,2,1.700000e+00
39,3,1,3,4,1.700000e+00
40,1,1,1,4,1.700000e+00
41,3,1,3,1,2.550000e+00
42,1,1,1,3,8.500000e-01
43,3,1,3,3,2.550000e+00
44,4,2,1,1,1.700000e+00
45,3,1,3,2,8.500000e-01
46,4,2,1,2,8.500000e-01
47,6,2,3,2,2.550000e+00
48,3,1,3,3,1.700000e+00
49,4,2,1,4,2.550000e+00
50,1,1,1,4,2.550000e+00
51,6,2,3,3,8.500000e-01
52,1,1,1,3,2.550000e+00
53,6,2,3,1,2.550000e+00
54,6,2,3,1,2.550000e+00
