Trialn,TrialType,Partner,Feedback,ITI,ISI
1,4,2,1,3,8.500000e-01
2,3,1,3,1,2.550000e+00
3,3,1,3,2,8.500000e-01
4,4,2,1,4,2.550000e+00
5,6,2,3,1,1.700000e+00
6,3,1,3,1,8.500000e-01
7,6,2,3,1,2.550000e+00
8,1,1,1,2,2.550000e+00
9,4,2,1,1,1.700000e+00
10,3,1,3,4,8.500000e-01
11,6,2,3,4,2.550000e+00
12,3,1,3,2,1.700000e+00
13,1,1,1,3,1.700000e+00
14,5,2,2,3,2.550000e+00
15,4,2,1,4,1.700000e+00
16,6,2,3,4,1.700000e+00
17,1,1,1,3,8.500000e-01
18,1,1,1,3,1.700000e+00
19,4,2,1,4,8.500000e-01
20,6,2,3,4,1.700000e+00
21,3,1,3,2,8.500000e-01
22,6,2,3,1,1.700000e+00
23,4,2,1,2,8.500000e-01
24,4,2,1,4,8.500000e-01
25,2,1,2,3,1.700000e+00
26,2,1,2,3,2.550000e+00
27,5,2,2,4,2.550000e+00
28,5,2,2,2,8.500000e-01
29,3,1,3,3,2.550000e+00
30,3,1,3,2,8.500000e-01
31,1,1,1,2,8.500000e-01
32,5,2,2,3,2.550000e+00
33,2,1,2,4,8.500000e-01
34,1,1,1,1,1.700000e+00
35,4,2,1,4,1.700000e+00
36,1,1,1,1,1.700000e+00
37,6,2,3,4,8.500000e-01
38,1,1,1,1,2.550000e+00
39,3,1,3,1,1.700000e+00
40,4,2,1,2,2.550000e+00
41,6,2,3,1,8.500000e-01
42,1,1,1,4,2.550000e+00
43,1,1,1,3,2.550000e+00
44,1,1,1,4,2.550000e+00
45,4,2,1,1,1.700000e+00
46,6,2,3,3,2.550000e+00
47,5,2,2,2,8.500000e-01
48,4,2,1,1,1.700000e+00
49,6,2,3,2,1.700000e+00
50,2,1,2,4,2.550000e+00
51,6,2,3,3,8.500000e-01
52,3,1,3,3,1.700000e+00
53,2,1,2,2,2.550000e+00
54,3,1,3,2,8.500000e-01
