Trialn,TrialType,Partner,Feedback,ITI,ISI
1,1,1,1,1,1.700000e+00
2,3,1,3,1,2.550000e+00
3,5,2,2,1,8.500000e-01
4,6,2,3,4,8.500000e-01
5,6,2,3,2,1.700000e+00
6,5,2,2,3,1.700000e+00
7,2,1,2,3,1.700000e+00
8,1,1,1,4,8.500000e-01
9,4,2,1,2,8.500000e-01
10,1,1,1,2,8.500000e-01
11,1,1,1,1,8.500000e-01
12,3,1,3,3,1.700000e+00
13,4,2,1,1,1.700000e+00
14,6,2,3,4,2.550000e+00
15,4,2,1,3,1.700000e+00
16,6,2,3,3,2.550000e+00
17,6,2,3,4,8.500000e-01
18,4,2,1,2,8.500000e-01
19,3,1,3,3,2.550000e+00
20,1,1,1,1,8.500000e-01
21,2,1,2,4,8.500000e-01
22,2,1,2,1,8.500000e-01
23,5,2,2,2,2.550000e+00
24,5,2,2,3,2.550000e+00
25,4,2,1,3,8.500000e-01
26,4,2,1,4,2.550000e+00
27,6,2,3,1,1.700000e+00
28,3,1,3,2,1.700000e+00
29,1,1,1,1,2.550000e+00
30,3,1,3,4,2.550000e+00
31,5,2,2,3,1.700000e+00
32,3,1,3,1,1.700000e+00
33,2,1,2,1,8.500000e-01
34,1,1,1,1,2.550000e+00
35,4,2,1,4,1.700000e+00
36,2,1,2,3,8.500000e-01
37,6,2,3,3,1.700000e+00
38,4,2,1,4,8.500000e-01
39,6,2,3,2,2.550000e+00
40,6,2,3,1,1.700000e+00
41,1,1,1,4,2.550000e+00
42,3,1,3,2,2.550000e+00
43,3,1,3,2,1.700000e+00
44,3,1,3,1,8.500000e-01
45,6,2,3,3,8.500000e-01
46,3,1,3,4,2.550000e+00
47,4,2,1,4,1.700000e+00
48,1,1,1,2,2.550000e+00
49,4,2,1,2,1.700000e+00
50,1,1,1,1,2.550000e+00
51,6,2,3,3,2.550000e+00
52,4,2,1,3,1.700000e+00
53,1,1,1,1,8.500000e-01
54,3,1,3,4,2.550000e+00
