Trialn,TrialType,Partner,Feedback,ITI,ISI
1,5,2,2,3,8.500000e-01
2,6,2,3,2,8.500000e-01
3,3,1,3,1,2.550000e+00
4,5,2,2,1,1.700000e+00
5,2,1,2,2,1.700000e+00
6,6,2,3,4,1.700000e+00
7,6,2,3,3,1.700000e+00
8,1,1,1,1,8.500000e-01
9,1,1,1,2,2.550000e+00
10,3,1,3,4,1.700000e+00
11,5,2,2,2,2.550000e+00
12,6,2,3,3,1.700000e+00
13,3,1,3,4,1.700000e+00
14,6,2,3,3,8.500000e-01
15,2,1,2,3,2.550000e+00
16,4,2,1,3,2.550000e+00
17,2,1,2,1,2.550000e+00
18,3,1,3,2,2.550000e+00
19,1,1,1,3,8.500000e-01
20,3,1,3,3,8.500000e-01
21,4,2,1,4,1.700000e+00
22,4,2,1,2,8.500000e-01
23,5,2,2,2,2.550000e+00
24,4,2,1,1,1.700000e+00
25,4,2,1,4,2.550000e+00
26,4,2,1,1,8.500000e-01
27,4,2,1,2,8.500000e-01
28,4,2,1,2,1.700000e+00
29,6,2,3,2,8.500000e-01
30,6,2,3,2,8.500000e-01
31,6,2,3,1,2.550000e+00
32,1,1,1,2,8.500000e-01
33,1,1,1,1,1.700000e+00
34,3,1,3,4,8.500000e-01
35,6,2,3,1,1.700000e+00
36,1,1,1,4,2.550000e+00
37,4,2,1,1,8.500000e-01
38,3,1,3,2,8.500000e-01
39,1,1,1,3,1.700000e+00
40,4,2,1,1,1.700000e+00
41,1,1,1,1,2.550000e+00
42,4,2,1,4,2.550000e+00
43,6,2,3,4,2.550000e+00
44,1,1,1,4,1.700000e+00
45,6,2,3,3,1.700000e+00
46,3,1,3,4,8.500000e-01
47,2,1,2,3,8.500000e-01
48,1,1,1,3,1.700000e+00
49,2,1,2,4,2.550000e+00
50,1,1,1,4,2.550000e+00
51,5,2,2,3,8.500000e-01
52,3,1,3,3,1.700000e+00
53,3,1,3,1,2.550000e+00
54,3,1,3,4,2.550000e+00
