Trialn,TrialType,Partner,Feedback,ITI,ISI
1,1,1,1,1,8.500000e-01
2,1,1,1,2,1.700000e+00
3,6,2,3,3,2.550000e+00
4,4,2,1,4,8.500000e-01
5,1,1,1,3,1.700000e+00
6,3,1,3,3,2.550000e+00
7,2,1,2,4,8.500000e-01
8,6,2,3,1,1.700000e+00
9,6,2,3,3,1.700000e+00
10,6,2,3,3,8.500000e-01
11,5,2,2,1,1.700000e+00
12,3,1,3,3,2.550000e+00
13,1,1,1,2,1.700000e+00
14,3,1,3,2,8.500000e-01
15,6,2,3,1,8.500000e-01
16,3,1,3,4,8.500000e-01
17,4,2,1,1,2.550000e+00
18,6,2,3,2,8.500000e-01
19,3,1,3,2,8.500000e-01
20,4,2,1,4,2.550000e+00
21,1,1,1,2,8.500000e-01
22,4,2,1,1,8.500000e-01
23,4,2,1,1,8.500000e-01
24,4,2,1,4,2.550000e+00
25,1,1,1,4,1.700000e+00
26,5,2,2,1,2.550000e+00
27,3,1,3,3,2.550000e+00
28,1,1,1,2,1.700000e+00
29,2,1,2,3,8.500000e-01
30,3,1,3,4,2.550000e+00
31,5,2,2,2,8.500000e-01
32,1,1,1,4,1.700000e+00
33,2,1,2,2,2.550000e+00
34,1,1,1,2,2.550000e+00
35,4,2,1,3,2.550000e+00
36,1,1,1,4,1.700000e+00
37,3,1,3,1,2.550000e+00
38,4,2,1,4,1.700000e+00
39,2,1,2,1,1.700000e+00
40,3,1,3,4,8.500000e-01
41,4,2,1,4,2.550000e+00
42,6,2,3,3,1.700000e+00
43,6,2,3,2,8.500000e-01
44,5,2,2,1,1.700000e+00
45,3,1,3,4,8.500000e-01
46,2,1,2,4,1.700000e+00
47,1,1,1,1,2.550000e+00
48,3,1,3,3,2.550000e+00
49,6,2,3,2,2.550000e+00
50,6,2,3,4,1.700000e+00
51,5,2,2,1,1.700000e+00
52,4,2,1,2,8.500000e-01
53,6,2,3,2,1.700000e+00
54,4,2,1,3,2.550000e+00
