Trialn,TrialType,Partner,Feedback,ITI,ISI
1,1,1,1,2,2.550000e+00
2,2,1,2,2,2.550000e+00
3,3,1,3,3,8.500000e-01
4,2,1,2,3,1.700000e+00
5,5,2,2,2,1.700000e+00
6,3,1,3,4,8.500000e-01
7,1,1,1,2,1.700000e+00
8,1,1,1,2,2.550000e+00
9,3,1,3,1,8.500000e-01
10,6,2,3,3,1.700000e+00
11,4,2,1,1,2.550000e+00
12,3,1,3,2,8.500000e-01
13,3,1,3,4,8.500000e-01
14,1,1,1,3,2.550000e+00
15,3,1,3,3,8.500000e-01
16,6,2,3,3,1.700000e+00
17,1,1,1,2,1.700000e+00
18,4,2,1,1,1.700000e+00
19,4,2,1,3,8.500000e-01
20,6,2,3,4,2.550000e+00
21,1,1,1,1,8.500000e-01
22,2,1,2,1,2.550000e+00
23,5,2,2,3,2.550000e+00
24,2,1,2,4,2.550000e+00
25,5,2,2,4,1.700000e+00
26,3,1,3,1,1.700000e+00
27,6,2,3,1,2.550000e+00
28,4,2,1,4,2.550000e+00
29,6,2,3,2,1.700000e+00
30,6,2,3,3,1.700000e+00
31,4,2,1,1,8.500000e-01
32,1,1,1,4,2.550000e+00
33,2,1,2,2,2.550000e+00
34,6,2,3,3,8.500000e-01
35,3,1,3,4,1.700000e+00
36,4,2,1,4,1.700000e+00
37,4,2,1,3,8.500000e-01
38,6,2,3,4,8.500000e-01
39,1,1,1,2,2.550000e+00
40,3,1,3,1,8.500000e-01
41,6,2,3,3,1.700000e+00
42,3,1,3,2,2.550000e+00
43,4,2,1,3,1.700000e+00
44,1,1,1,1,1.700000e+00
45,4,2,1,3,1.700000e+00
46,4,2,1,3,2.550000e+00
47,1,1,1,3,8.500000e-01
48,1,1,1,1,8.500000e-01
49,5,2,2,2,1.700000e+00
50,6,2,3,1,2.550000e+00
51,3,1,3,4,8.500000e-01
52,5,2,2,1,2.550000e+00
53,6,2,3,4,8.500000e-01
54,4,2,1,1,8.500000e-01
