Trialn,TrialType,Partner,Feedback,ITI,ISI
1,6,2,3,1,2.550000e+00
2,1,1,1,3,8.500000e-01
3,4,2,1,2,8.500000e-01
4,3,1,3,1,1.700000e+00
5,1,1,1,1,8.500000e-01
6,4,2,1,2,1.700000e+00
7,6,2,3,3,8.500000e-01
8,4,2,1,2,2.550000e+00
9,1,1,1,1,1.700000e+00
10,4,2,1,4,1.700000e+00
11,6,2,3,3,1.700000e+00
12,1,1,1,4,1.700000e+00
13,4,2,1,4,1.700000e+00
14,1,1,1,4,8.500000e-01
15,3,1,3,3,1.700000e+00
16,2,1,2,1,2.550000e+00
17,1,1,1,1,2.550000e+00
18,4,2,1,2,8.500000e-01
19,5,2,2,1,8.500000e-01
20,3,1,3,2,2.550000e+00
21,3,1,3,4,8.500000e-01
22,6,2,3,3,8.500000e-01
23,6,2,3,4,8.500000e-01
24,4,2,1,3,8.500000e-01
25,6,2,3,4,1.700000e+00
26,5,2,2,2,1.700000e+00
27,1,1,1,3,1.700000e+00
28,1,1,1,2,2.550000e+00
29,2,1,2,3,8.500000e-01
30,5,2,2,4,2.550000e+00
31,4,2,1,4,1.700000e+00
32,3,1,3,1,1.700000e+00
33,3,1,3,1,1.700000e+00
34,6,2,3,3,2.550000e+00
35,3,1,3,4,2.550000e+00
36,5,2,2,3,2.550000e+00
37,1,1,1,2,2.550000e+00
38,3,1,3,2,8.500000e-01
39,3,1,3,2,1.700000e+00
40,3,1,3,2,2.550000e+00
41,4,2,1,4,2.550000e+00
42,3,1,3,4,2.550000e+00
43,6,2,3,1,8.500000e-01
44,2,1,2,2,8.500000e-01
45,1,1,1,2,8.500000e-01
46,2,1,2,1,2.550000e+00
47,5,2,2,4,8.500000e-01
48,6,2,3,4,2.550000e+00
49,4,2,1,2,1.700000e+00
50,1,1,1,3,2.550000e+00
51,4,2,1,1,2.550000e+00
52,6,2,3,4,1.700000e+00
53,2,1,2,2,1.700000e+00
54,6,2,3,3,8.500000e-01
