Trialn,TrialType,Partner,Feedback,ITI,ISI
1,3,1,3,3,1.700000e+00
2,5,2,2,4,1.700000e+00
3,2,1,2,3,1.700000e+00
4,2,1,2,2,8.500000e-01
5,1,1,1,2,2.550000e+00
6,6,2,3,3,2.550000e+00
7,3,1,3,1,8.500000e-01
8,6,2,3,3,2.550000e+00
9,3,1,3,1,1.700000e+00
10,4,2,1,4,1.700000e+00
11,5,2,2,4,1.700000e+00
12,4,2,1,4,8.500000e-01
13,6,2,3,1,1.700000e+00
14,5,2,2,2,8.500000e-01
15,1,1,1,3,2.550000e+00
16,6,2,3,2,8.500000e-01
17,1,1,1,1,8.500000e-01
18,2,1,2,3,2.550000e+00
19,3,1,3,4,1.700000e+00
20,4,2,1,4,8.500000e-01
21,4,2,1,3,8.500000e-01
22,4,2,1,2,8.500000e-01
23,6,2,3,2,1.700000e+00
24,1,1,1,3,2.550000e+00
25,4,2,1,1,1.700000e+00
26,1,1,1,4,8.500000e-01
27,2,1,2,3,1.700000e+00
28,1,1,1,1,8.500000e-01
29,5,2,2,4,1.700000e+00
30,1,1,1,4,2.550000e+00
31,3,1,3,1,1.700000e+00
32,4,2,1,1,1.700000e+00
33,3,1,3,3,2.550000e+00
34,3,1,3,2,1.700000e+00
35,6,2,3,1,2.550000e+00
36,6,2,3,1,2.550000e+00
37,4,2,1,2,8.500000e-01
38,2,1,2,1,2.550000e+00
39,3,1,3,4,1.700000e+00
40,1,1,1,4,8.500000e-01
41,6,2,3,2,2.550000e+00
42,3,1,3,4,2.550000e+00
43,3,1,3,2,8.500000e-01
44,6,2,3,2,8.500000e-01
45,5,2,2,3,1.700000e+00
46,1,1,1,2,8.500000e-01
47,1,1,1,4,8.500000e-01
48,1,1,1,3,8.500000e-01
49,4,2,1,4,2.550000e+00
50,4,2,1,2,2.550000e+00
51,3,1,3,2,2.550000e+00
52,4,2,1,4,1.700000e+00
53,6,2,3,1,2.550000e+00
54,6,2,3,3,2.550000e+00
