Trialn,TrialType,Partner,Feedback,ITI,ISI
1,6,2,3,4,2.550000e+00
2,6,2,3,4,1.700000e+00
3,4,2,1,3,8.500000e-01
4,2,1,2,3,8.500000e-01
5,5,2,2,4,2.550000e+00
6,3,1,3,2,8.500000e-01
7,6,2,3,4,1.700000e+00
8,4,2,1,4,1.700000e+00
9,1,1,1,2,1.700000e+00
10,1,1,1,3,1.700000e+00
11,4,2,1,3,8.500000e-01
12,2,1,2,4,1.700000e+00
13,2,1,2,1,8.500000e-01
14,6,2,3,1,1.700000e+00
15,3,1,3,2,8.500000e-01
16,5,2,2,4,8.500000e-01
17,4,2,1,2,1.700000e+00
18,3,1,3,2,8.500000e-01
19,1,1,1,3,2.550000e+00
20,6,2,3,2,8.500000e-01
21,1,1,1,1,8.500000e-01
22,1,1,1,3,2.550000e+00
23,4,2,1,3,1.700000e+00
24,1,1,1,1,1.700000e+00
25,1,1,1,2,2.550000e+00
26,6,2,3,3,8.500000e-01
27,2,1,2,3,2.550000e+00
28,4,2,1,1,2.550000e+00
29,6,2,3,2,2.550000e+00
30,4,2,1,1,2.550000e+00
31,4,2,1,1,2.550000e+00
32,1,1,1,3,1.700000e+00
33,3,1,3,4,2.550000e+00
34,4,2,1,1,2.550000e+00
35,3,1,3,1,1.700000e+00
36,4,2,1,3,2.550000e+00
37,6,2,3,3,1.700000e+00
38,5,2,2,3,2.550000e+00
39,6,2,3,4,2.550000e+00
40,3,1,3,4,8.500000e-01
41,3,1,3,3,8.500000e-01
42,6,2,3,2,2.550000e+00
43,1,1,1,3,1.700000e+00
44,3,1,3,1,1.700000e+00
45,6,2,3,1,8.500000e-01
46,3,1,3,2,8.500000e-01
47,3,1,3,1,1.700000e+00
48,3,1,3,1,1.700000e+00
49,2,1,2,1,2.550000e+00
50,1,1,1,2,1.700000e+00
51,5,2,2,1,8.500000e-01
52,5,2,2,3,8.500000e-01
53,4,2,1,2,8.500000e-01
54,1,1,1,2,2.550000e+00
