Trialn,TrialType,Partner,Feedback,ITI,ISI
1,5,2,2,4,1.700000e+00
2,4,2,1,2,1.700000e+00
3,6,2,3,3,2.550000e+00
4,4,2,1,3,2.550000e+00
5,4,2,1,2,8.500000e-01
6,4,2,1,2,2.550000e+00
7,5,2,2,2,8.500000e-01
8,2,1,2,1,1.700000e+00
9,3,1,3,1,8.500000e-01
10,6,2,3,2,8.500000e-01
11,1,1,1,4,1.700000e+00
12,1,1,1,3,2.550000e+00
13,3,1,3,4,2.550000e+00
14,2,1,2,2,2.550000e+00
15,3,1,3,1,1.700000e+00
16,4,2,1,4,8.500000e-01
17,1,1,1,2,8.500000e-01
18,5,2,2,1,2.550000e+00
19,1,1,1,3,2.550000e+00
20,3,1,3,4,2.550000e+00
21,1,1,1,1,2.550000e+00
22,6,2,3,1,8.500000e-01
23,6,2,3,1,8.500000e-01
24,6,2,3,4,8.500000e-01
25,5,2,2,3,2.550000e+00
26,3,1,3,3,1.700000e+00
27,6,2,3,3,8.500000e-01
28,1,1,1,1,1.700000e+00
29,4,2,1,4,8.500000e-01
30,6,2,3,3,8.500000e-01
31,4,2,1,4,2.550000e+00
32,3,1,3,4,2.550000e+00
33,1,1,1,3,1.700000e+00
34,6,2,3,4,1.700000e+00
35,3,1,3,2,1.700000e+00
36,2,1,2,1,2.550000e+00
37,6,2,3,2,8.500000e-01
38,6,2,3,2,1.700000e+00
39,2,1,2,3,1.700000e+00
40,1,1,1,4,1.700000e+00
41,3,1,3,4,2.550000e+00
42,3,1,3,4,2.550000e+00
43,4,2,1,1,8.500000e-01
44,1,1,1,1,1.700000e+00
45,1,1,1,3,8.500000e-01
46,4,2,1,3,2.550000e+00
47,3,1,3,2,1.700000e+00
48,4,2,1,2,8.500000e-01
49,3,1,3,3,1.700000e+00
50,6,2,3,2,8.500000e-01
51,4,2,1,3,1.700000e+00
52,1,1,1,4,1.700000e+00
53,2,1,2,1,2.550000e+00
54,5,2,2,2,8.500000e-01
