Trialn,TrialType,Partner,Feedback,ITI,ISI
1,1,1,1,4,8.500000e-01
2,5,2,2,3,8.500000e-01
3,5,2,2,1,2.550000e+00
4,5,2,2,3,8.500000e-01
5,3,1,3,3,2.550000e+00
6,6,2,3,3,1.700000e+00
7,4,2,1,4,2.550000e+00
8,3,1,3,3,1.700000e+00
9,6,2,3,2,1.700000e+00
10,5,2,2,1,8.500000e-01
11,1,1,1,1,2.550000e+00
12,1,1,1,4,1.700000e+00
13,2,1,2,2,2.550000e+00
14,4,2,1,4,8.500000e-01
15,3,1,3,4,8.500000e-01
16,6,2,3,1,2.550000e+00
17,6,2,3,3,8.500000e-01
18,2,1,2,2,2.550000e+00
19,4,2,1,2,1.700000e+00
20,1,1,1,2,8.500000e-01
21,6,2,3,2,8.500000e-01
22,6,2,3,1,8.500000e-01
23,3,1,3,3,1.700000e+00
24,4,2,1,2,8.500000e-01
25,1,1,1,1,1.700000e+00
26,1,1,1,1,1.700000e+00
27,4,2,1,1,2.550000e+00
28,5,2,2,1,8.500000e-01
29,6,2,3,4,1.700000e+00
30,6,2,3,4,1.700000e+00
31,1,1,1,4,8.500000e-01
32,4,2,1,2,2.550000e+00
33,3,1,3,1,1.700000e+00
34,1,1,1,2,8.500000e-01
35,3,1,3,4,8.500000e-01
36,3,1,3,4,1.700000e+00
37,3,1,3,4,2.550000e+00
38,1,1,1,4,2.550000e+00
39,4,2,1,2,1.700000e+00
40,1,1,1,4,2.550000e+00
41,6,2,3,1,1.700000e+00
42,6,2,3,3,2.550000e+00
43,6,2,3,1,1.700000e+00
44,4,2,1,1,2.550000e+00
45,4,2,1,1,2.550000e+00
46,3,1,3,3,1.700000e+00
47,2,1,2,2,1.700000e+00
48,3,1,3,2,2.550000e+00
49,4,2,1,4,2.550000e+00
50,4,2,1,1,8.500000e-01
51,3,1,3,4,8.500000e-01
52,1,1,1,2,8.500000e-01
53,2,1,2,3,2.550000e+00
54,2,1,2,2,1.700000e+00
