Trialn,TrialType,Partner,Feedback,ITI,ISI
1,6,2,3,2,1.700000e+00
2,4,2,1,4,8.500000e-01
3,3,1,3,3,2.550000e+00
4,6,2,3,3,2.550000e+00
5,6,2,3,2,8.500000e-01
6,5,2,2,1,1.700000e+00
7,4,2,1,2,8.500000e-01
8,4,2,1,2,1.700000e+00
9,3,1,3,2,8.500000e-01
10,2,1,2,1,8.500000e-01
11,6,2,3,3,2.550000e+00
12,3,1,3,4,2.550000e+00
13,3,1,3,1,8.500000e-01
14,6,2,3,4,2.550000e+00
15,4,2,1,3,8.500000e-01
16,5,2,2,2,1.700000e+00
17,3,1,3,4,2.550000e+00
18,3,1,3,1,8.500000e-01
19,1,1,1,2,2.550000e+00
20,1,1,1,2,8.500000e-01
21,6,2,3,1,1.700000e+00
22,1,1,1,4,1.700000e+00
23,6,2,3,2,8.500000e-01
24,1,1,1,2,8.500000e-01
25,6,2,3,3,2.550000e+00
26,5,2,2,1,1.700000e+00
27,4,2,1,3,2.550000e+00
28,3,1,3,4,2.550000e+00
29,1,1,1,1,1.700000e+00
30,1,1,1,2,2.550000e+00
31,1,1,1,2,1.700000e+00
32,1,1,1,3,1.700000e+00
33,2,1,2,4,1.700000e+00
34,2,1,2,1,2.550000e+00
35,6,2,3,2,1.700000e+00
36,2,1,2,1,1.700000e+00
37,2,1,2,3,8.500000e-01
38,1,1,1,2,1.700000e+00
39,4,2,1,4,2.550000e+00
40,5,2,2,4,2.550000e+00
41,6,2,3,4,8.500000e-01
42,4,2,1,3,2.550000e+00
43,4,2,1,3,1.700000e+00
44,4,2,1,1,1.700000e+00
45,3,1,3,3,8.500000e-01
46,5,2,2,3,1.700000e+00
47,4,2,1,3,2.550000e+00
48,6,2,3,4,2.550000e+00
49,4,2,1,2,1.700000e+00
50,1,1,1,4,2.550000e+00
51,1,1,1,4,8.500000e-01
52,3,1,3,4,8.500000e-01
53,3,1,3,1,8.500000e-01
54,3,1,3,3,8.500000e-01
