Trialn,TrialType,Partner,Feedback,ITI,ISI
1,3,1,3,4,8.500000e-01
2,2,1,2,4,8.500000e-01
3,4,2,1,4,1.700000e+00
4,3,1,3,3,2.550000e+00
5,6,2,3,2,8.500000e-01
6,5,2,2,4,8.500000e-01
7,4,2,1,3,8.500000e-01
8,3,1,3,2,8.500000e-01
9,3,1,3,1,8.500000e-01
10,4,2,1,3,1.700000e+00
11,4,2,1,3,2.550000e+00
12,1,1,1,1,2.550000e+00
13,6,2,3,2,8.500000e-01
14,1,1,1,3,2.550000e+00
15,6,2,3,2,2.550000e+00
16,4,2,1,3,2.550000e+00
17,4,2,1,4,1.700000e+00
18,2,1,2,4,2.550000e+00
19,1,1,1,4,8.500000e-01
20,3,1,3,3,1.700000e+00
21,5,2,2,1,1.700000e+00
22,4,2,1,2,8.500000e-01
23,4,2,1,1,8.500000e-01
24,2,1,2,1,1.700000e+00
25,6,2,3,4,2.550000e+00
26,1,1,1,1,1.700000e+00
27,6,2,3,2,2.550000e+00
28,1,1,1,4,1.700000e+00
29,5,2,2,4,8.500000e-01
30,5,2,2,4,2.550000e+00
31,1,1,1,3,8.500000e-01
32,4,2,1,4,2.550000e+00
33,5,2,2,3,1.700000e+00
34,6,2,3,1,1.700000e+00
35,1,1,1,1,8.500000e-01
36,4,2,1,1,2.550000e+00
37,2,1,2,3,1.700000e+00
38,3,1,3,3,1.700000e+00
39,1,1,1,4,2.550000e+00
40,6,2,3,4,2.550000e+00
41,3,1,3,1,2.550000e+00
42,3,1,3,3,1.700000e+00
43,4,2,1,4,2.550000e+00
44,3,1,3,1,1.700000e+00
45,6,2,3,2,8.500000e-01
46,6,2,3,2,1.700000e+00
47,6,2,3,4,2.550000e+00
48,3,1,3,1,8.500000e-01
49,1,1,1,3,1.700000e+00
50,3,1,3,1,8.500000e-01
51,1,1,1,2,1.700000e+00
52,2,1,2,2,2.550000e+00
53,1,1,1,2,8.500000e-01
54,6,2,3,3,1.700000e+00
