Trialn,TrialType,Partner,Feedback,ITI,ISI
1,5,2,2,1,1.700000e+00
2,6,2,3,1,8.500000e-01
3,1,1,1,4,1.700000e+00
4,6,2,3,4,1.700000e+00
5,3,1,3,3,1.700000e+00
6,3,1,3,4,1.700000e+00
7,2,1,2,3,1.700000e+00
8,4,2,1,4,2.550000e+00
9,2,1,2,4,8.500000e-01
10,3,1,3,1,2.550000e+00
11,5,2,2,2,1.700000e+00
12,4,2,1,4,8.500000e-01
13,3,1,3,2,8.500000e-01
14,4,2,1,2,1.700000e+00
15,2,1,2,1,2.550000e+00
16,3,1,3,2,2.550000e+00
17,3,1,3,1,1.700000e+00
18,1,1,1,2,8.500000e-01
19,3,1,3,1,8.500000e-01
20,4,2,1,4,1.700000e+00
21,6,2,3,4,2.550000e+00
22,1,1,1,1,1.700000e+00
23,6,2,3,3,1.700000e+00
24,5,2,2,1,8.500000e-01
25,3,1,3,3,1.700000e+00
26,6,2,3,4,2.550000e+00
27,1,1,1,3,2.550000e+00
28,3,1,3,2,2.550000e+00
29,5,2,2,3,2.550000e+00
30,1,1,1,2,1.700000e+00
31,4,2,1,2,8.500000e-01
32,5,2,2,1,1.700000e+00
33,6,2,3,3,2.550000e+00
34,2,1,2,4,8.500000e-01
35,2,1,2,4,8.500000e-01
36,1,1,1,3,8.500000e-01
37,3,1,3,2,8.500000e-01
38,6,2,3,3,8.500000e-01
39,4,2,1,1,1.700000e+00
40,4,2,1,3,2.550000e+00
41,1,1,1,2,2.550000e+00
42,3,1,3,4,8.500000e-01
43,1,1,1,2,8.500000e-01
44,1,1,1,3,2.550000e+00
45,4,2,1,2,2.550000e+00
46,6,2,3,4,8.500000e-01
47,1,1,1,3,8.500000e-01
48,6,2,3,4,2.550000e+00
49,1,1,1,3,1.700000e+00
50,4,2,1,1,8.500000e-01
51,4,2,1,3,1.700000e+00
52,6,2,3,2,2.550000e+00
53,6,2,3,3,2.550000e+00
54,4,2,1,1,2.550000e+00
