Trialn,TrialType,Partner,Feedback,ITI,ISI
1,6,2,3,4,2.550000e+00
2,4,2,1,1,2.550000e+00
3,3,1,3,2,1.700000e+00
4,3,1,3,2,2.550000e+00
5,4,2,1,3,8.500000e-01
6,3,1,3,1,8.500000e-01
7,6,2,3,4,8.500000e-01
8,1,1,1,1,8.500000e-01
9,1,1,1,3,2.550000e+00
10,3,1,3,3,2.550000e+00
11,6,2,3,4,2.550000e+00
12,1,1,1,3,8.500000e-01
13,1,1,1,4,1.700000e+00
14,4,2,1,2,2.550000e+00
15,5,2,2,2,1.700000e+00
16,6,2,3,2,2.550000e+00
17,3,1,3,2,8.500000e-01
18,5,2,2,1,2.550000e+00
19,6,2,3,2,8.500000e-01
20,1,1,1,3,8.500000e-01
21,3,1,3,2,8.500000e-01
22,3,1,3,1,2.550000e+00
23,6,2,3,4,1.700000e+00
24,1,1,1,4,1.700000e+00
25,1,1,1,1,1.700000e+00
26,3,1,3,2,1.700000e+00
27,6,2,3,3,8.500000e-01
28,2,1,2,3,1.700000e+00
29,4,2,1,3,1.700000e+00
30,4,2,1,4,2.550000e+00
31,1,1,1,1,2.550000e+00
32,3,1,3,4,2.550000e+00
33,4,2,1,4,1.700000e+00
34,4,2,1,4,1.700000e+00
35,5,2,2,1,2.550000e+00
36,6,2,3,3,2.550000e+00
37,4,2,1,4,1.700000e+00
38,3,1,3,1,8.500000e-01
39,2,1,2,4,1.700000e+00
40,2,1,2,2,1.700000e+00
41,3,1,3,1,8.500000e-01
42,1,1,1,2,1.700000e+00
43,2,1,2,3,1.700000e+00
44,5,2,2,2,8.500000e-01
45,4,2,1,4,1.700000e+00
46,1,1,1,3,8.500000e-01
47,5,2,2,4,8.500000e-01
48,6,2,3,2,8.500000e-01
49,6,2,3,4,2.550000e+00
50,4,2,1,1,8.500000e-01
51,1,1,1,4,8.500000e-01
52,4,2,1,1,2.550000e+00
53,6,2,3,3,1.700000e+00
54,2,1,2,1,2.550000e+00
