Trialn,TrialType,Partner,Feedback,ITI,ISI
1,3,1,3,4,2.550000e+00
2,1,1,1,2,1.700000e+00
3,3,1,3,4,1.700000e+00
4,2,1,2,2,8.500000e-01
5,6,2,3,4,1.700000e+00
6,1,1,1,3,8.500000e-01
7,4,2,1,3,1.700000e+00
8,1,1,1,2,2.550000e+00
9,1,1,1,4,8.500000e-01
10,4,2,1,4,2.550000e+00
11,5,2,2,3,2.550000e+00
12,5,2,2,1,1.700000e+00
13,1,1,1,4,1.700000e+00
14,6,2,3,4,2.550000e+00
15,3,1,3,4,8.500000e-01
16,4,2,1,1,2.550000e+00
17,5,2,2,2,1.700000e+00
18,4,2,1,2,2.550000e+00
19,6,2,3,1,8.500000e-01
20,3,1,3,1,8.500000e-01
21,1,1,1,4,2.550000e+00
22,6,2,3,1,8.500000e-01
23,5,2,2,3,8.500000e-01
24,2,1,2,2,8.500000e-01
25,6,2,3,4,1.700000e+00
26,1,1,1,2,8.500000e-01
27,1,1,1,1,1.700000e+00
28,1,1,1,1,8.500000e-01
29,5,2,2,4,8.500000e-01
30,4,2,1,4,8.500000e-01
31,4,2,1,2,8.500000e-01
32,2,1,2,3,2.550000e+00
33,3,1,3,1,2.550000e+00
34,1,1,1,3,1.700000e+00
35,3,1,3,4,8.500000e-01
36,3,1,3,4,2.550000e+00
37,4,2,1,4,2.550000e+00
38,3,1,3,1,1.700000e+00
39,6,2,3,3,2.550000e+00
40,4,2,1,2,8.500000e-01
41,3,1,3,1,1.700000e+00
42,6,2,3,3,1.700000e+00
43,2,1,2,4,2.550000e+00
44,3,1,3,1,1.700000e+00
45,3,1,3,2,2.550000e+00
46,2,1,2,1,1.700000e+00
47,6,2,3,4,1.700000e+00
48,6,2,3,1,2.550000e+00
49,6,2,3,4,2.550000e+00
50,4,2,1,2,1.700000e+00
51,6,2,3,1,1.700000e+00
52,4,2,1,3,8.500000e-01
53,1,1,1,3,8.500000e-01
54,4,2,1,3,2.550000e+00
