Trialn,TrialType,Partner,Feedback,ITI,ISI
1,1,1,1,2,1.700000e+00
2,2,1,2,3,8.500000e-01
3,1,1,1,1,2.550000e+00
4,1,1,1,2,1.700000e+00
5,3,1,3,2,1.700000e+00
6,4,2,1,1,8.500000e-01
7,4,2,1,4,8.500000e-01
8,3,1,3,3,8.500000e-01
9,6,2,3,1,1.700000e+00
10,6,2,3,3,1.700000e+00
11,6,2,3,4,1.700000e+00
12,4,2,1,1,1.700000e+00
13,6,2,3,4,8.500000e-01
14,6,2,3,2,8.500000e-01
15,4,2,1,1,8.500000e-01
16,1,1,1,4,1.700000e+00
17,3,1,3,3,2.550000e+00
18,6,2,3,4,1.700000e+00
19,4,2,1,3,8.500000e-01
20,4,2,1,4,2.550000e+00
21,1,1,1,2,1.700000e+00
22,3,1,3,3,2.550000e+00
23,2,1,2,3,1.700000e+00
24,6,2,3,2,2.550000e+00
25,3,1,3,3,8.500000e-01
26,4,2,1,3,2.550000e+00
27,4,2,1,2,1.700000e+00
28,2,1,2,3,2.550000e+00
29,5,2,2,2,1.700000e+00
30,3,1,3,4,8.500000e-01
31,1,1,1,2,1.700000e+00
32,5,2,2,1,2.550000e+00
33,6,2,3,1,1.700000e+00
34,4,2,1,3,2.550000e+00
35,2,1,2,4,8.500000e-01
36,6,2,3,4,2.550000e+00
37,5,2,2,4,2.550000e+00
38,3,1,3,2,8.500000e-01
39,1,1,1,1,2.550000e+00
40,4,2,1,1,8.500000e-01
41,1,1,1,3,2.550000e+00
42,5,2,2,1,8.500000e-01
43,5,2,2,2,8.500000e-01
44,6,2,3,1,1.700000e+00
45,6,2,3,1,2.550000e+00
46,3,1,3,1,2.550000e+00
47,4,2,1,2,2.550000e+00
48,1,1,1,1,2.550000e+00
49,1,1,1,2,8.500000e-01
50,1,1,1,4,2.550000e+00
51,3,1,3,4,8.500000e-01
52,3,1,3,1,1.700000e+00
53,2,1,2,3,8.500000e-01
54,3,1,3,3,1.700000e+00
