Trialn,TrialType,Partner,Feedback,ITI,ISI
1,2,1,2,3,1.700000e+00
2,4,2,1,4,1.700000e+00
3,5,2,2,3,1.700000e+00
4,4,2,1,3,2.550000e+00
5,3,1,3,1,2.550000e+00
6,4,2,1,1,2.550000e+00
7,5,2,2,2,1.700000e+00
8,1,1,1,1,2.550000e+00
9,2,1,2,3,8.500000e-01
10,1,1,1,4,2.550000e+00
11,1,1,1,3,8.500000e-01
12,2,1,2,2,2.550000e+00
13,6,2,3,3,2.550000e+00
14,3,1,3,1,1.700000e+00
15,6,2,3,4,2.550000e+00
16,4,2,1,2,8.500000e-01
17,6,2,3,2,2.550000e+00
18,4,2,1,1,2.550000e+00
19,4,2,1,4,8.500000e-01
20,1,1,1,1,1.700000e+00
21,6,2,3,4,1.700000e+00
22,5,2,2,1,2.550000e+00
23,6,2,3,3,1.700000e+00
24,5,2,2,3,2.550000e+00
25,2,1,2,3,2.550000e+00
26,4,2,1,4,1.700000e+00
27,6,2,3,2,8.500000e-01
28,4,2,1,3,8.500000e-01
29,2,1,2,4,8.500000e-01
30,3,1,3,2,2.550000e+00
31,3,1,3,4,1.700000e+00
32,6,2,3,3,1.700000e+00
33,1,1,1,3,8.500000e-01
34,3,1,3,1,2.550000e+00
35,3,1,3,4,2.550000e+00
36,1,1,1,3,2.550000e+00
37,1,1,1,3,8.500000e-01
38,1,1,1,3,8.500000e-01
39,3,1,3,2,1.700000e+00
40,3,1,3,4,1.700000e+00
41,1,1,1,2,8.500000e-01
42,6,2,3,4,8.500000e-01
43,3,1,3,1,8.500000e-01
44,3,1,3,2,8.500000e-01
45,1,1,1,4,8.500000e-01
46,4,2,1,2,8.500000e-01
47,1,1,1,2,1.700000e+00
48,5,2,2,1,1.700000e+00
49,4,2,1,2,1.700000e+00
50,3,1,3,4,1.700000e+00
51,6,2,3,2,2.550000e+00
52,6,2,3,2,8.500000e-01
53,6,2,3,1,8.500000e-01
54,4,2,1,4,1.700000e+00
