Trialn,TrialType,Partner,Feedback,ITI,ISI
1,4,2,1,3,8.500000e-01
2,3,1,3,1,1.700000e+00
3,1,1,1,3,2.550000e+00
4,3,1,3,3,8.500000e-01
5,3,1,3,3,8.500000e-01
6,4,2,1,1,8.500000e-01
7,4,2,1,3,1.700000e+00
8,6,2,3,1,2.550000e+00
9,5,2,2,4,1.700000e+00
10,5,2,2,1,1.700000e+00
11,1,1,1,4,2.550000e+00
12,5,2,2,1,8.500000e-01
13,3,1,3,2,2.550000e+00
14,4,2,1,4,8.500000e-01
15,3,1,3,4,2.550000e+00
16,4,2,1,2,8.500000e-01
17,1,1,1,4,1.700000e+00
18,6,2,3,2,2.550000e+00
19,6,2,3,3,2.550000e+00
20,6,2,3,3,8.500000e-01
21,4,2,1,3,2.550000e+00
22,2,1,2,4,1.700000e+00
23,3,1,3,2,2.550000e+00
24,3,1,3,4,2.550000e+00
25,6,2,3,1,2.550000e+00
26,6,2,3,4,1.700000e+00
27,5,2,2,2,1.700000e+00
28,2,1,2,3,8.500000e-01
29,2,1,2,2,1.700000e+00
30,6,2,3,2,1.700000e+00
31,2,1,2,2,1.700000e+00
32,6,2,3,4,8.500000e-01
33,4,2,1,3,1.700000e+00
34,4,2,1,3,2.550000e+00
35,4,2,1,3,8.500000e-01
36,1,1,1,2,1.700000e+00
37,5,2,2,3,1.700000e+00
38,3,1,3,1,1.700000e+00
39,1,1,1,2,8.500000e-01
40,1,1,1,3,1.700000e+00
41,1,1,1,1,8.500000e-01
42,3,1,3,1,1.700000e+00
43,6,2,3,2,8.500000e-01
44,3,1,3,3,8.500000e-01
45,4,2,1,4,1.700000e+00
46,3,1,3,3,2.550000e+00
47,6,2,3,2,8.500000e-01
48,1,1,1,4,8.500000e-01
49,1,1,1,4,2.550000e+00
50,6,2,3,2,2.550000e+00
51,1,1,1,1,2.550000e+00
52,1,1,1,4,2.550000e+00
53,4,2,1,4,2.550000e+00
54,2,1,2,3,8.500000e-01
