Trialn,TrialType,Partner,Feedback,ITI,ISI
1,2,1,2,2,8.500000e-01
2,3,1,3,2,2.550000e+00
3,3,1,3,1,8.500000e-01
4,4,2,1,4,8.500000e-01
5,4,2,1,2,2.550000e+00
6,4,2,1,1,1.700000e+00
7,6,2,3,2,1.700000e+00
8,6,2,3,1,2.550000e+00
9,4,2,1,2,1.700000e+00
10,1,1,1,2,2.550000e+00
11,6,2,3,4,1.700000e+00
12,1,1,1,2,1.700000e+00
13,5,2,2,3,8.500000e-01
14,6,2,3,4,1.700000e+00
15,3,1,3,3,8.500000e-01
16,6,2,3,3,1.700000e+00
17,1,1,1,1,8.500000e-01
18,3,1,3,3,8.500000e-01
19,4,2,1,1,2.550000e+00
20,4,2,1,3,2.550000e+00
21,3,1,3,2,8.500000e-01
22,1,1,1,3,2.550000e+00
23,4,2,1,2,1.700000e+00
24,1,1,1,1,8.500000e-01
25,5,2,2,2,1.700000e+00
26,1,1,1,1,8.500000e-01
27,2,1,2,3,1.700000e+00
28,5,2,2,3,1.700000e+00
29,3,1,3,4,1.700000e+00
30,3,1,3,4,2.550000e+00
31,2,1,2,1,8.500000e-01
32,1,1,1,4,2.550000e+00
33,1,1,1,3,8.500000e-01
34,1,1,1,3,2.550000e+00
35,5,2,2,1,8.500000e-01
36,2,1,2,1,1.700000e+00
37,6,2,3,4,2.550000e+00
38,4,2,1,4,2.550000e+00
39,1,1,1,2,1.700000e+00
40,6,2,3,3,8.500000e-01
41,3,1,3,4,1.700000e+00
42,2,1,2,3,2.550000e+00
43,4,2,1,1,2.550000e+00
44,6,2,3,4,8.500000e-01
45,4,2,1,2,8.500000e-01
46,5,2,2,2,1.700000e+00
47,6,2,3,4,2.550000e+00
48,3,1,3,1,8.500000e-01
49,3,1,3,2,2.550000e+00
50,6,2,3,1,1.700000e+00
51,6,2,3,4,2.550000e+00
52,4,2,1,4,1.700000e+00
53,3,1,3,3,8.500000e-01
54,1,1,1,1,2.550000e+00
