Trialn,TrialType,Partner,Feedback,ITI,ISI
1,5,2,2,3,1.700000e+00
2,6,2,3,1,2.550000e+00
3,6,2,3,1,1.700000e+00
4,1,1,1,3,2.550000e+00
5,4,2,1,4,1.700000e+00
6,3,1,3,2,2.550000e+00
7,4,2,1,1,8.500000e-01
8,1,1,1,3,2.550000e+00
9,4,2,1,2,8.500000e-01
10,6,2,3,1,8.500000e-01
11,5,2,2,4,8.500000e-01
12,4,2,1,3,8.500000e-01
13,2,1,2,1,1.700000e+00
14,6,2,3,2,1.700000e+00
15,3,1,3,3,8.500000e-01
16,1,1,1,2,2.550000e+00
17,3,1,3,1,8.500000e-01
18,3,1,3,3,2.550000e+00
19,3,1,3,4,1.700000e+00
20,2,1,2,3,2.550000e+00
21,5,2,2,1,2.550000e+00
22,1,1,1,3,2.550000e+00
23,1,1,1,1,1.700000e+00
24,3,1,3,2,2.550000e+00
25,1,1,1,1,1.700000e+00
26,4,2,1,2,8.500000e-01
27,1,1,1,4,8.500000e-01
28,6,2,3,1,8.500000e-01
29,4,2,1,2,2.550000e+00
30,6,2,3,1,8.500000e-01
31,4,2,1,3,8.500000e-01
32,1,1,1,4,1.700000e+00
33,4,2,1,3,2.550000e+00
34,2,1,2,2,8.500000e-01
35,6,2,3,4,1.700000e+00
36,1,1,1,2,1.700000e+00
37,4,2,1,3,2.550000e+00
38,6,2,3,2,1.700000e+00
39,2,1,2,1,2.550000e+00
40,3,1,3,4,8.500000e-01
41,2,1,2,4,2.550000e+00
42,6,2,3,1,1.700000e+00
43,4,2,1,3,2.550000e+00
44,1,1,1,2,1.700000e+00
45,3,1,3,2,2.550000e+00
46,4,2,1,4,1.700000e+00
47,1,1,1,1,1.700000e+00
48,5,2,2,2,8.500000e-01
49,3,1,3,4,8.500000e-01
50,5,2,2,2,2.550000e+00
51,3,1,3,2,8.500000e-01
52,6,2,3,1,1.700000e+00
53,3,1,3,3,8.500000e-01
54,6,2,3,2,1.700000e+00
