Trialn,TrialType,Partner,Feedback,ITI,ISI
1,4,2,1,1,1.700000e+00
2,1,1,1,3,2.550000e+00
3,4,2,1,4,1.700000e+00
4,3,1,3,1,2.550000e+00
5,3,1,3,3,1.700000e+00
6,6,2,3,3,1.700000e+00
7,1,1,1,2,2.550000e+00
8,5,2,2,2,8.500000e-01
9,2,1,2,2,1.700000e+00
10,1,1,1,1,1.700000e+00
11,2,1,2,4,2.550000e+00
12,6,2,3,3,2.550000e+00
13,2,1,2,2,1.700000e+00
14,2,1,2,2,2.550000e+00
15,6,2,3,2,1.700000e+00
16,2,1,2,4,8.500000e-01
17,5,2,2,2,8.500000e-01
18,1,1,1,2,2.550000e+00
19,4,2,1,4,8.500000e-01
20,6,2,3,2,2.550000e+00
21,6,2,3,4,2.550000e+00
22,1,1,1,1,1.700000e+00
23,4,2,1,2,1.700000e+00
24,4,2,1,4,8.500000e-01
25,6,2,3,4,1.700000e+00
26,3,1,3,3,2.550000e+00
27,5,2,2,3,8.500000e-01
28,1,1,1,3,8.500000e-01
29,6,2,3,3,2.550000e+00
30,6,2,3,3,1.700000e+00
31,1,1,1,1,2.550000e+00
32,4,2,1,1,1.700000e+00
33,6,2,3,3,8.500000e-01
34,3,1,3,1,1.700000e+00
35,4,2,1,4,8.500000e-01
36,3,1,3,1,8.500000e-01
37,4,2,1,2,1.700000e+00
38,6,2,3,2,2.550000e+00
39,3,1,3,4,2.550000e+00
40,4,2,1,3,2.550000e+00
41,1,1,1,2,8.500000e-01
42,6,2,3,3,8.500000e-01
43,3,1,3,3,2.550000e+00
44,3,1,3,3,8.500000e-01
45,3,1,3,4,2.550000e+00
46,3,1,3,4,8.500000e-01
47,5,2,2,4,8.500000e-01
48,1,1,1,2,1.700000e+00
49,4,2,1,1,8.500000e-01
50,5,2,2,1,2.550000e+00
51,1,1,1,1,1.700000e+00
52,1,1,1,2,8.500000e-01
53,3,1,3,3,1.700000e+00
54,4,2,1,1,8.500000e-01
