Trialn,TrialType,Partner,Feedback,ITI,ISI
1,6,2,3,4,1.700000e+00
2,5,2,2,4,2.550000e+00
3,3,1,3,2,8.500000e-01
4,3,1,3,2,1.700000e+00
5,4,2,1,1,1.700000e+00
6,4,2,1,4,8.500000e-01
7,4,2,1,3,2.550000e+00
8,1,1,1,4,8.500000e-01
9,1,1,1,1,8.500000e-01
10,2,1,2,4,1.700000e+00
11,6,2,3,3,8.500000e-01
12,1,1,1,4,1.700000e+00
13,1,1,1,1,2.550000e+00
14,3,1,3,3,1.700000e+00
15,4,2,1,4,2.550000e+00
16,4,2,1,3,8.500000e-01
17,2,1,2,2,1.700000e+00
18,6,2,3,3,2.550000e+00
19,4,2,1,2,2.550000e+00
20,4,2,1,2,1.700000e+00
21,5,2,2,3,2.550000e+00
22,3,1,3,2,2.550000e+00
23,6,2,3,3,8.500000e-01
24,1,1,1,1,1.700000e+00
25,5,2,2,2,2.550000e+00
26,6,2,3,2,2.550000e+00
27,3,1,3,3,1.700000e+00
28,6,2,3,4,1.700000e+00
29,4,2,1,4,2.550000e+00
30,3,1,3,1,2.550000e+00
31,1,1,1,3,1.700000e+00
32,3,1,3,3,1.700000e+00
33,2,1,2,3,2.550000e+00
34,6,2,3,3,8.500000e-01
35,3,1,3,1,8.500000e-01
36,6,2,3,3,8.500000e-01
37,6,2,3,3,8.500000e-01
38,6,2,3,3,2.550000e+00
39,1,1,1,1,1.700000e+00
40,4,2,1,4,1.700000e+00
41,6,2,3,2,8.500000e-01
42,3,1,3,4,1.700000e+00
43,5,2,2,2,2.550000e+00
44,1,1,1,1,1.700000e+00
45,1,1,1,4,8.500000e-01
46,5,2,2,4,8.500000e-01
47,4,2,1,2,2.550000e+00
48,3,1,3,2,2.550000e+00
49,2,1,2,4,2.550000e+00
50,1,1,1,4,8.500000e-01
51,3,1,3,2,8.500000e-01
52,1,1,1,1,1.700000e+00
53,4,2,1,1,8.500000e-01
54,2,1,2,4,8.500000e-01
