Trialn,TrialType,Partner,Feedback,ITI,ISI
1,1,1,1,2,1.700000e+00
2,6,2,3,1,2.550000e+00
3,1,1,1,2,2.550000e+00
4,3,1,3,1,1.700000e+00
5,1,1,1,3,1.700000e+00
6,4,2,1,2,1.700000e+00
7,3,1,3,3,1.700000e+00
8,4,2,1,2,2.550000e+00
9,4,2,1,4,2.550000e+00
10,3,1,3,2,8.500000e-01
11,1,1,1,3,8.500000e-01
12,3,1,3,3,8.500000e-01
13,5,2,2,2,2.550000e+00
14,6,2,3,2,1.700000e+00
15,6,2,3,1,1.700000e+00
16,2,1,2,3,2.550000e+00
17,1,1,1,1,1.700000e+00
18,5,2,2,1,8.500000e-01
19,1,1,1,4,1.700000e+00
20,4,2,1,4,2.550000e+00
21,6,2,3,1,2.550000e+00
22,4,2,1,3,8.500000e-01
23,3,1,3,2,8.500000e-01
24,6,2,3,4,8.500000e-01
25,4,2,1,3,2.550000e+00
26,4,2,1,4,8.500000e-01
27,2,1,2,4,1.700000e+00
28,4,2,1,2,8.500000e-01
29,1,1,1,3,1.700000e+00
30,3,1,3,4,2.550000e+00
31,4,2,1,1,8.500000e-01
32,3,1,3,1,1.700000e+00
33,6,2,3,3,8.500000e-01
34,3,1,3,1,8.500000e-01
35,5,2,2,3,2.550000e+00
36,1,1,1,4,1.700000e+00
37,3,1,3,3,8.500000e-01
38,1,1,1,1,2.550000e+00
39,6,2,3,4,8.500000e-01
40,5,2,2,3,1.700000e+00
41,3,1,3,1,2.550000e+00
42,4,2,1,2,8.500000e-01
43,6,2,3,2,2.550000e+00
44,1,1,1,2,2.550000e+00
45,2,1,2,3,1.700000e+00
46,2,1,2,2,1.700000e+00
47,2,1,2,4,2.550000e+00
48,6,2,3,1,2.550000e+00
49,1,1,1,2,8.500000e-01
50,6,2,3,4,8.500000e-01
51,3,1,3,1,1.700000e+00
52,4,2,1,4,1.700000e+00
53,5,2,2,2,8.500000e-01
54,6,2,3,3,2.550000e+00
