Trialn,TrialType,Partner,Feedback,ITI,ISI
1,6,2,3,2,8.500000e-01
2,2,1,2,1,8.500000e-01
3,3,1,3,1,2.550000e+00
4,5,2,2,2,2.550000e+00
5,4,2,1,3,8.500000e-01
6,6,2,3,1,8.500000e-01
7,4,2,1,2,2.550000e+00
8,1,1,1,3,2.550000e+00
9,4,2,1,4,8.500000e-01
10,1,1,1,1,8.500000e-01
11,4,2,1,2,2.550000e+00
12,5,2,2,4,8.500000e-01
13,6,2,3,1,1.700000e+00
14,1,1,1,4,1.700000e+00
15,4,2,1,3,1.700000e+00
16,6,2,3,4,1.700000e+00
17,1,1,1,4,2.550000e+00
18,5,2,2,4,1.700000e+00
19,3,1,3,4,2.550000e+00
20,3,1,3,2,2.550000e+00
21,4,2,1,1,8.500000e-01
22,6,2,3,3,2.550000e+00
23,1,1,1,2,2.550000e+00
24,6,2,3,2,8.500000e-01
25,3,1,3,1,2.550000e+00
26,1,1,1,1,1.700000e+00
27,6,2,3,1,1.700000e+00
28,1,1,1,4,8.500000e-01
29,3,1,3,1,2.550000e+00
30,6,2,3,2,2.550000e+00
31,4,2,1,4,1.700000e+00
32,3,1,3,3,1.700000e+00
33,4,2,1,3,8.500000e-01
34,2,1,2,3,1.700000e+00
35,6,2,3,3,1.700000e+00
36,3,1,3,4,1.700000e+00
37,6,2,3,4,2.550000e+00
38,3,1,3,1,2.550000e+00
39,3,1,3,3,8.500000e-01
40,3,1,3,4,1.700000e+00
41,3,1,3,2,1.700000e+00
42,2,1,2,1,8.500000e-01
43,5,2,2,4,8.500000e-01
44,5,2,2,2,1.700000e+00
45,2,1,2,2,8.500000e-01
46,1,1,1,1,8.500000e-01
47,1,1,1,2,8.500000e-01
48,1,1,1,4,1.700000e+00
49,4,2,1,3,8.500000e-01
50,4,2,1,1,1.700000e+00
51,1,1,1,1,2.550000e+00
52,6,2,3,2,2.550000e+00
53,2,1,2,4,1.700000e+00
54,4,2,1,3,2.550000e+00
