Trialn,TrialType,Partner,Feedback,ITI,ISI
1,3,1,3,4,2.550000e+00
2,6,2,3,2,8.500000e-01
3,6,2,3,2,1.700000e+00
4,2,1,2,2,2.550000e+00
5,5,2,2,4,1.700000e+00
6,6,2,3,1,2.550000e+00
7,4,2,1,4,1.700000e+00
8,1,1,1,1,1.700000e+00
9,3,1,3,4,2.550000e+00
10,4,2,1,1,1.700000e+00
11,2,1,2,2,1.700000e+00
12,6,2,3,3,1.700000e+00
13,4,2,1,4,1.700000e+00
14,3,1,3,4,2.550000e+00
15,3,1,3,1,8.500000e-01
16,3,1,3,4,8.500000e-01
17,5,2,2,2,1.700000e+00
18,3,1,3,2,8.500000e-01
19,1,1,1,1,1.700000e+00
20,6,2,3,4,2.550000e+00
21,4,2,1,1,8.500000e-01
22,1,1,1,1,2.550000e+00
23,3,1,3,3,1.700000e+00
24,1,1,1,3,8.500000e-01
25,4,2,1,3,1.700000e+00
26,1,1,1,2,8.500000e-01
27,3,1,3,2,2.550000e+00
28,4,2,1,2,2.550000e+00
29,5,2,2,2,8.500000e-01
30,1,1,1,1,8.500000e-01
31,4,2,1,3,2.550000e+00
32,1,1,1,1,1.700000e+00
33,6,2,3,1,8.500000e-01
34,3,1,3,4,8.500000e-01
35,2,1,2,2,2.550000e+00
36,2,1,2,3,2.550000e+00
37,4,2,1,1,1.700000e+00
38,5,2,2,2,1.700000e+00
39,4,2,1,3,8.500000e-01
40,1,1,1,4,1.700000e+00
41,4,2,1,3,8.500000e-01
42,6,2,3,4,2.550000e+00
43,5,2,2,2,2.550000e+00
44,3,1,3,4,8.500000e-01
45,1,1,1,2,2.550000e+00
46,6,2,3,4,8.500000e-01
47,1,1,1,2,8.500000e-01
48,4,2,1,3,2.550000e+00
49,6,2,3,4,8.500000e-01
50,1,1,1,3,8.500000e-01
51,6,2,3,2,1.700000e+00
52,2,1,2,2,1.700000e+00
53,6,2,3,4,2.550000e+00
54,3,1,3,4,2.550000e+00
