Trialn,TrialType,Partner,Feedback,ITI,ISI
1,3,1,3,1,1.700000e+00
2,6,2,3,4,2.550000e+00
3,3,1,3,3,1.700000e+00
4,4,2,1,4,8.500000e-01
5,3,1,3,2,2.550000e+00
6,6,2,3,3,1.700000e+00
7,1,1,1,2,8.500000e-01
8,6,2,3,1,2.550000e+00
9,4,2,1,2,1.700000e+00
10,1,1,1,1,1.700000e+00
11,2,1,2,4,8.500000e-01
12,3,1,3,2,1.700000e+00
13,4,2,1,1,2.550000e+00
14,5,2,2,4,1.700000e+00
15,1,1,1,1,1.700000e+00
16,4,2,1,4,2.550000e+00
17,2,1,2,2,1.700000e+00
18,4,2,1,2,2.550000e+00
19,3,1,3,3,2.550000e+00
20,3,1,3,4,8.500000e-01
21,2,1,2,3,2.550000e+00
22,5,2,2,4,2.550000e+00
23,1,1,1,3,8.500000e-01
24,6,2,3,2,1.700000e+00
25,1,1,1,1,2.550000e+00
26,4,2,1,3,2.550000e+00
27,1,1,1,4,2.550000e+00
28,3,1,3,1,1.700000e+00
29,3,1,3,3,8.500000e-01
30,2,1,2,4,8.500000e-01
31,6,2,3,1,8.500000e-01
32,6,2,3,3,8.500000e-01
33,2,1,2,2,8.500000e-01
34,1,1,1,4,1.700000e+00
35,1,1,1,3,8.500000e-01
36,3,1,3,2,1.700000e+00
37,6,2,3,4,1.700000e+00
38,3,1,3,1,2.550000e+00
39,5,2,2,2,1.700000e+00
40,4,2,1,3,1.700000e+00
41,6,2,3,3,1.700000e+00
42,1,1,1,1,2.550000e+00
43,1,1,1,1,8.500000e-01
44,4,2,1,4,8.500000e-01
45,4,2,1,1,1.700000e+00
46,6,2,3,2,2.550000e+00
47,1,1,1,4,8.500000e-01
48,4,2,1,3,8.500000e-01
49,6,2,3,3,2.550000e+00
50,6,2,3,1,8.500000e-01
51,4,2,1,2,2.550000e+00
52,5,2,2,4,8.500000e-01
53,5,2,2,3,8.500000e-01
54,3,1,3,2,2.550000e+00
