Trialn,TrialType,Partner,Feedback,ITI,ISI
1,3,1,3,1,2.550000e+00
2,6,2,3,4,8.500000e-01
3,1,1,1,2,8.500000e-01
4,4,2,1,3,8.500000e-01
5,4,2,1,4,1.700000e+00
6,3,1,3,1,8.500000e-01
7,4,2,1,2,2.550000e+00
8,6,2,3,2,2.550000e+00
9,1,1,1,1,2.550000e+00
10,4,2,1,1,8.500000e-01
11,4,2,1,1,1.700000e+00
12,2,1,2,3,2.550000e+00
13,1,1,1,1,2.550000e+00
14,5,2,2,2,1.700000e+00
15,2,1,2,1,1.700000e+00
16,6,2,3,1,8.500000e-01
17,6,2,3,3,1.700000e+00
18,6,2,3,2,8.500000e-01
19,2,1,2,3,2.550000e+00
20,6,2,3,3,1.700000e+00
21,1,1,1,2,8.500000e-01
22,6,2,3,2,2.550000e+00
23,3,1,3,4,1.700000e+00
24,4,2,1,4,8.500000e-01
25,3,1,3,3,1.700000e+00
26,3,1,3,2,8.500000e-01
27,3,1,3,4,1.700000e+00
28,3,1,3,1,8.500000e-01
29,3,1,3,3,2.550000e+00
30,1,1,1,1,1.700000e+00
31,6,2,3,3,8.500000e-01
32,1,1,1,4,8.500000e-01
33,3,1,3,3,1.700000e+00
34,2,1,2,2,2.550000e+00
35,5,2,2,1,1.700000e+00
36,1,1,1,4,1.700000e+00
37,4,2,1,1,2.550000e+00
38,4,2,1,4,2.550000e+00
39,5,2,2,3,1.700000e+00
40,6,2,3,4,2.550000e+00
41,1,1,1,4,8.500000e-01
42,1,1,1,4,2.550000e+00
43,4,2,1,2,1.700000e+00
44,6,2,3,3,8.500000e-01
45,5,2,2,1,1.700000e+00
46,6,2,3,4,1.700000e+00
47,4,2,1,4,8.500000e-01
48,3,1,3,2,2.550000e+00
49,4,2,1,2,1.700000e+00
50,1,1,1,2,8.500000e-01
51,1,1,1,3,2.550000e+00
52,3,1,3,2,2.550000e+00
53,2,1,2,1,2.550000e+00
54,5,2,2,4,8.500000e-01
