Trialn,TrialType,Partner,Feedback,ITI,ISI
1,1,1,1,4,2.550000e+00
2,6,2,3,3,8.500000e-01
3,5,2,2,3,8.500000e-01
4,4,2,1,2,8.500000e-01
5,3,1,3,4,1.700000e+00
6,6,2,3,4,2.550000e+00
7,3,1,3,4,2.550000e+00
8,4,2,1,4,2.550000e+00
9,3,1,3,2,2.550000e+00
10,6,2,3,2,8.500000e-01
11,6,2,3,2,2.550000e+00
12,5,2,2,4,2.550000e+00
13,4,2,1,2,2.550000e+00
14,4,2,1,1,1.700000e+00
15,4,2,1,1,1.700000e+00
16,6,2,3,2,1.700000e+00
17,1,1,1,1,1.700000e+00
18,2,1,2,2,8.500000e-01
19,6,2,3,4,8.500000e-01
20,3,1,3,2,8.500000e-01
21,6,2,3,1,2.550000e+00
22,3,1,3,3,8.500000e-01
23,3,1,3,4,2.550000e+00
24,4,2,1,1,1.700000e+00
25,1,1,1,3,1.700000e+00
26,2,1,2,1,1.700000e+00
27,1,1,1,1,8.500000e-01
28,1,1,1,3,8.500000e-01
29,1,1,1,4,1.700000e+00
30,6,2,3,4,8.500000e-01
31,4,2,1,4,1.700000e+00
32,6,2,3,3,8.500000e-01
33,4,2,1,1,2.550000e+00
34,3,1,3,1,1.700000e+00
35,3,1,3,4,2.550000e+00
36,2,1,2,3,1.700000e+00
37,5,2,2,3,8.500000e-01
38,5,2,2,3,2.550000e+00
39,1,1,1,3,8.500000e-01
40,2,1,2,2,2.550000e+00
41,1,1,1,3,8.500000e-01
42,6,2,3,2,1.700000e+00
43,4,2,1,1,1.700000e+00
44,3,1,3,4,2.550000e+00
45,3,1,3,1,8.500000e-01
46,1,1,1,2,1.700000e+00
47,4,2,1,1,2.550000e+00
48,3,1,3,2,8.500000e-01
49,1,1,1,4,2.550000e+00
50,2,1,2,2,8.500000e-01
51,5,2,2,3,1.700000e+00
52,6,2,3,1,2.550000e+00
53,4,2,1,2,1.700000e+00
54,1,1,1,1,1.700000e+00
