Trialn,TrialType,Partner,Feedback,ITI,ISI
1,3,1,3,2,8.500000e-01
2,1,1,1,3,8.500000e-01
3,2,1,2,2,8.500000e-01
4,3,1,3,2,2.550000e+00
5,4,2,1,1,2.550000e+00
6,6,2,3,2,1.700000e+00
7,1,1,1,4,2.550000e+00
8,4,2,1,2,8.500000e-01
9,4,2,1,1,2.550000e+00
10,4,2,1,1,1.700000e+00
11,6,2,3,3,8.500000e-01
12,5,2,2,3,8.500000e-01
13,6,2,3,3,8.500000e-01
14,6,2,3,1,2.550000e+00
15,2,1,2,2,8.500000e-01
16,1,1,1,1,1.700000e+00
17,4,2,1,2,2.550000e+00
18,3,1,3,4,2.550000e+00
19,4,2,1,1,1.700000e+00
20,5,2,2,3,8.500000e-01
21,6,2,3,4,2.550000e+00
22,6,2,3,2,2.550000e+00
23,1,1,1,3,1.700000e+00
24,3,1,3,2,8.500000e-01
25,1,1,1,4,2.550000e+00
26,4,2,1,1,1.700000e+00
27,5,2,2,4,2.550000e+00
28,3,1,3,3,8.500000e-01
29,6,2,3,2,8.500000e-01
30,1,1,1,3,8.500000e-01
31,5,2,2,3,1.700000e+00
32,2,1,2,1,1.700000e+00
33,5,2,2,3,2.550000e+00
34,1,1,1,3,8.500000e-01
35,3,1,3,1,8.500000e-01
36,6,2,3,2,1.700000e+00
37,2,1,2,2,2.550000e+00
38,4,2,1,4,2.550000e+00
39,3,1,3,4,1.700000e+00
40,1,1,1,4,1.700000e+00
41,6,2,3,4,8.500000e-01
42,3,1,3,4,2.550000e+00
43,4,2,1,1,1.700000e+00
44,3,1,3,4,2.550000e+00
45,4,2,1,2,1.700000e+00
46,2,1,2,3,1.700000e+00
47,4,2,1,4,1.700000e+00
48,6,2,3,4,8.500000e-01
49,1,1,1,1,8.500000e-01
50,6,2,3,1,2.550000e+00
51,1,1,1,1,1.700000e+00
52,3,1,3,4,2.550000e+00
53,1,1,1,2,1.700000e+00
54,3,1,3,1,1.700000e+00
