Trialn,TrialType,Partner,Feedback,ITI,ISI
1,5,2,2,4,8.500000e-01
2,4,2,1,1,8.500000e-01
3,1,1,1,4,8.500000e-01
4,6,2,3,1,2.550000e+00
5,6,2,3,2,2.550000e+00
6,2,1,2,2,2.550000e+00
7,6,2,3,1,1.700000e+00
8,6,2,3,4,1.700000e+00
9,1,1,1,2,8.500000e-01
10,1,1,1,4,1.700000e+00
11,5,2,2,4,2.550000e+00
12,5,2,2,1,1.700000e+00
13,4,2,1,3,2.550000e+00
14,5,2,2,1,8.500000e-01
15,4,2,1,4,2.550000e+00
16,3,1,3,4,8.500000e-01
17,4,2,1,4,8.500000e-01
18,1,1,1,3,1.700000e+00
19,2,1,2,4,1.700000e+00
20,3,1,3,2,2.550000e+00
21,6,2,3,1,2.550000e+00
22,3,1,3,3,8.500000e-01
23,6,2,3,3,1.700000e+00
24,6,2,3,1,2.550000e+00
25,3,1,3,1,1.700000e+00
26,1,1,1,3,1.700000e+00
27,1,1,1,4,1.700000e+00
28,4,2,1,1,8.500000e-01
29,6,2,3,2,1.700000e+00
30,1,1,1,2,1.700000e+00
31,3,1,3,2,2.550000e+00
32,6,2,3,4,8.500000e-01
33,1,1,1,3,8.500000e-01
34,4,2,1,2,8.500000e-01
35,6,2,3,3,1.700000e+00
36,2,1,2,1,8.500000e-01
37,1,1,1,1,2.550000e+00
38,4,2,1,2,2.550000e+00
39,4,2,1,4,2.550000e+00
40,1,1,1,3,1.700000e+00
41,2,1,2,4,1.700000e+00
42,3,1,3,2,8.500000e-01
43,4,2,1,4,8.500000e-01
44,3,1,3,1,1.700000e+00
45,1,1,1,3,2.550000e+00
46,4,2,1,4,8.500000e-01
47,5,2,2,1,1.700000e+00
48,3,1,3,2,2.550000e+00
49,6,2,3,2,1.700000e+00
50,3,1,3,1,2.550000e+00
51,4,2,1,3,2.550000e+00
52,2,1,2,2,8.500000e-01
53,3,1,3,3,2.550000e+00
54,3,1,3,3,8.500000e-01
