Trialn,TrialType,Partner,Feedback,ITI,ISI
1,6,2,3,3,1.700000e+00
2,6,2,3,1,2.550000e+00
3,2,1,2,3,1.700000e+00
4,3,1,3,2,8.500000e-01
5,2,1,2,2,1.700000e+00
6,6,2,3,4,1.700000e+00
7,6,2,3,1,1.700000e+00
8,1,1,1,2,8.500000e-01
9,4,2,1,3,8.500000e-01
10,1,1,1,3,1.700000e+00
11,6,2,3,1,8.500000e-01
12,1,1,1,2,8.500000e-01
13,4,2,1,2,2.550000e+00
14,3,1,3,2,1.700000e+00
15,4,2,1,1,8.500000e-01
16,3,1,3,4,1.700000e+00
17,1,1,1,2,2.550000e+00
18,6,2,3,1,2.550000e+00
19,1,1,1,4,2.550000e+00
20,4,2,1,4,1.700000e+00
21,4,2,1,2,8.500000e-01
22,3,1,3,2,1.700000e+00
23,1,1,1,3,1.700000e+00
24,5,2,2,3,1.700000e+00
25,5,2,2,2,8.500000e-01
26,6,2,3,4,2.550000e+00
27,1,1,1,4,1.700000e+00
28,6,2,3,3,2.550000e+00
29,3,1,3,4,2.550000e+00
30,4,2,1,3,2.550000e+00
31,6,2,3,1,1.700000e+00
32,2,1,2,2,8.500000e-01
33,3,1,3,3,8.500000e-01
34,2,1,2,4,2.550000e+00
35,3,1,3,1,2.550000e+00
36,4,2,1,2,2.550000e+00
37,3,1,3,3,8.500000e-01
38,4,2,1,3,2.550000e+00
39,1,1,1,3,8.500000e-01
40,6,2,3,3,8.500000e-01
41,1,1,1,2,8.500000e-01
42,3,1,3,2,8.500000e-01
43,3,1,3,1,8.500000e-01
44,6,2,3,2,2.550000e+00
45,2,1,2,4,8.500000e-01
46,5,2,2,4,8.500000e-01
47,5,2,2,1,2.550000e+00
48,4,2,1,3,2.550000e+00
49,1,1,1,2,1.700000e+00
50,4,2,1,1,2.550000e+00
51,3,1,3,4,2.550000e+00
52,4,2,1,1,1.700000e+00
53,1,1,1,4,1.700000e+00
54,5,2,2,1,1.700000e+00
