Trialn,TrialType,Partner,Feedback,ITI,ISI
1,4,2,1,1,1.700000e+00
2,4,2,1,1,2.550000e+00
3,2,1,2,3,1.700000e+00
4,3,1,3,3,1.700000e+00
5,1,1,1,3,8.500000e-01
6,1,1,1,2,2.550000e+00
7,3,1,3,3,8.500000e-01
8,4,2,1,2,2.550000e+00
9,1,1,1,1,1.700000e+00
10,6,2,3,1,2.550000e+00
11,5,2,2,4,1.700000e+00
12,6,2,3,2,8.500000e-01
13,4,2,1,4,2.550000e+00
14,3,1,3,1,1.700000e+00
15,5,2,2,1,8.500000e-01
16,6,2,3,3,2.550000e+00
17,6,2,3,2,2.550000e+00
18,5,2,2,2,2.550000e+00
19,1,1,1,3,2.550000e+00
20,3,1,3,2,8.500000e-01
21,6,2,3,3,1.700000e+00
22,6,2,3,2,8.500000e-01
23,6,2,3,4,1.700000e+00
24,6,2,3,2,2.550000e+00
25,6,2,3,2,8.500000e-01
26,2,1,2,4,8.500000e-01
27,4,2,1,4,8.500000e-01
28,3,1,3,4,8.500000e-01
29,4,2,1,1,2.550000e+00
30,3,1,3,3,1.700000e+00
31,5,2,2,2,8.500000e-01
32,3,1,3,2,8.500000e-01
33,1,1,1,4,2.550000e+00
34,6,2,3,3,2.550000e+00
35,1,1,1,1,8.500000e-01
36,5,2,2,4,1.700000e+00
37,2,1,2,1,2.550000e+00
38,1,1,1,3,1.700000e+00
39,1,1,1,1,2.550000e+00
40,3,1,3,1,8.500000e-01
41,4,2,1,2,1.700000e+00
42,4,2,1,4,8.500000e-01
43,4,2,1,3,1.700000e+00
44,2,1,2,3,1.700000e+00
45,2,1,2,4,1.700000e+00
46,1,1,1,2,8.500000e-01
47,6,2,3,4,8.500000e-01
48,3,1,3,2,1.700000e+00
49,3,1,3,3,2.550000e+00
50,4,2,1,3,2.550000e+00
51,1,1,1,3,1.700000e+00
52,4,2,1,1,1.700000e+00
53,3,1,3,3,8.500000e-01
54,1,1,1,1,2.550000e+00
