Trialn,TrialType,Partner,Feedback,ITI,ISI
1,4,2,1,4,2.550000e+00
2,4,2,1,1,8.500000e-01
3,1,1,1,1,8.500000e-01
4,4,2,1,4,2.550000e+00
5,5,2,2,3,8.500000e-01
6,3,1,3,4,1.700000e+00
7,3,1,3,4,8.500000e-01
8,5,2,2,4,1.700000e+00
9,3,1,3,2,2.550000e+00
10,4,2,1,2,1.700000e+00
11,2,1,2,3,8.500000e-01
12,3,1,3,4,8.500000e-01
13,5,2,2,1,2.550000e+00
14,6,2,3,3,1.700000e+00
15,2,1,2,4,2.550000e+00
16,3,1,3,2,8.500000e-01
17,3,1,3,1,2.550000e+00
18,6,2,3,3,2.550000e+00
19,3,1,3,4,8.500000e-01
20,3,1,3,1,2.550000e+00
21,4,2,1,2,8.500000e-01
22,3,1,3,1,1.700000e+00
23,3,1,3,1,1.700000e+00
24,6,2,3,1,1.700000e+00
25,4,2,1,2,1.700000e+00
26,4,2,1,2,1.700000e+00
27,6,2,3,4,2.550000e+00
28,2,1,2,2,1.700000e+00
29,1,1,1,1,1.700000e+00
30,2,1,2,2,1.700000e+00
31,4,2,1,3,1.700000e+00
32,6,2,3,3,8.500000e-01
33,5,2,2,2,2.550000e+00
34,6,2,3,1,1.700000e+00
35,1,1,1,3,8.500000e-01
36,1,1,1,1,8.500000e-01
37,1,1,1,2,2.550000e+00
38,6,2,3,2,1.700000e+00
39,4,2,1,2,8.500000e-01
40,1,1,1,3,1.700000e+00
41,6,2,3,2,2.550000e+00
42,6,2,3,1,2.550000e+00
43,1,1,1,2,8.500000e-01
44,6,2,3,1,2.550000e+00
45,4,2,1,4,1.700000e+00
46,3,1,3,1,2.550000e+00
47,1,1,1,4,2.550000e+00
48,5,2,2,4,2.550000e+00
49,2,1,2,3,1.700000e+00
50,1,1,1,1,2.550000e+00
51,4,2,1,2,8.500000e-01
52,6,2,3,2,8.500000e-01
53,1,1,1,1,8.500000e-01
54,1,1,1,4,8.500000e-01
