Trialn,TrialType,Partner,Feedback,ITI,ISI
1,1,1,1,3,2.550000e+00
2,6,2,3,2,2.550000e+00
3,6,2,3,3,2.550000e+00
4,4,2,1,3,8.500000e-01
5,2,1,2,2,2.550000e+00
6,6,2,3,3,2.550000e+00
7,4,2,1,1,8.500000e-01
8,3,1,3,4,2.550000e+00
9,1,1,1,3,8.500000e-01
10,5,2,2,2,1.700000e+00
11,2,1,2,4,1.700000e+00
12,5,2,2,4,1.700000e+00
13,1,1,1,2,1.700000e+00
14,1,1,1,1,1.700000e+00
15,3,1,3,3,8.500000e-01
16,6,2,3,2,1.700000e+00
17,4,2,1,3,2.550000e+00
18,4,2,1,1,8.500000e-01
19,4,2,1,3,2.550000e+00
20,6,2,3,3,2.550000e+00
21,1,1,1,1,8.500000e-01
22,2,1,2,3,2.550000e+00
23,6,2,3,4,2.550000e+00
24,6,2,3,1,1.700000e+00
25,6,2,3,1,8.500000e-01
26,1,1,1,3,8.500000e-01
27,3,1,3,3,1.700000e+00
28,3,1,3,2,8.500000e-01
29,4,2,1,2,2.550000e+00
30,6,2,3,4,8.500000e-01
31,4,2,1,1,1.700000e+00
32,1,1,1,4,1.700000e+00
33,3,1,3,3,2.550000e+00
34,1,1,1,3,2.550000e+00
35,2,1,2,3,2.550000e+00
36,5,2,2,4,2.550000e+00
37,1,1,1,2,1.700000e+00
38,6,2,3,3,1.700000e+00
39,4,2,1,1,8.500000e-01
40,3,1,3,1,1.700000e+00
41,5,2,2,2,8.500000e-01
42,1,1,1,4,2.550000e+00
43,2,1,2,2,8.500000e-01
44,3,1,3,2,1.700000e+00
45,5,2,2,4,1.700000e+00
46,6,2,3,4,2.550000e+00
47,3,1,3,1,8.500000e-01
48,4,2,1,4,1.700000e+00
49,3,1,3,1,1.700000e+00
50,3,1,3,2,8.500000e-01
51,4,2,1,4,8.500000e-01
52,3,1,3,1,8.500000e-01
53,4,2,1,1,8.500000e-01
54,1,1,1,2,1.700000e+00
