Trialn,TrialType,Partner,Feedback,ITI,ISI
1,3,1,3,3,1.700000e+00
2,1,1,1,4,2.550000e+00
3,6,2,3,3,8.500000e-01
4,3,1,3,4,1.700000e+00
5,5,2,2,3,1.700000e+00
6,3,1,3,4,2.550000e+00
7,4,2,1,2,2.550000e+00
8,6,2,3,4,8.500000e-01
9,6,2,3,3,2.550000e+00
10,2,1,2,1,1.700000e+00
11,2,1,2,4,2.550000e+00
12,1,1,1,2,2.550000e+00
13,6,2,3,3,2.550000e+00
14,3,1,3,4,2.550000e+00
15,2,1,2,2,1.700000e+00
16,6,2,3,1,8.500000e-01
17,3,1,3,4,8.500000e-01
18,1,1,1,4,2.550000e+00
19,4,2,1,2,8.500000e-01
20,2,1,2,1,2.550000e+00
21,1,1,1,1,2.550000e+00
22,5,2,2,3,8.500000e-01
23,1,1,1,1,1.700000e+00
24,5,2,2,4,8.500000e-01
25,6,2,3,1,8.500000e-01
26,3,1,3,3,2.550000e+00
27,1,1,1,3,1.700000e+00
28,6,2,3,4,1.700000e+00
29,4,2,1,2,8.500000e-01
30,5,2,2,3,2.550000e+00
31,3,1,3,2,1.700000e+00
32,1,1,1,1,1.700000e+00
33,6,2,3,4,1.700000e+00
34,4,2,1,4,1.700000e+00
35,6,2,3,4,8.500000e-01
36,3,1,3,2,1.700000e+00
37,4,2,1,1,8.500000e-01
38,1,1,1,3,1.700000e+00
39,1,1,1,1,8.500000e-01
40,2,1,2,3,2.550000e+00
41,4,2,1,2,2.550000e+00
42,1,1,1,1,8.500000e-01
43,6,2,3,3,1.700000e+00
44,4,2,1,3,8.500000e-01
45,5,2,2,4,8.500000e-01
46,3,1,3,4,8.500000e-01
47,4,2,1,1,8.500000e-01
48,1,1,1,2,1.700000e+00
49,4,2,1,3,2.550000e+00
50,4,2,1,2,1.700000e+00
51,6,2,3,3,8.500000e-01
52,3,1,3,2,2.550000e+00
53,3,1,3,2,1.700000e+00
54,4,2,1,4,2.550000e+00
