Trialn,TrialType,Partner,Feedback,ITI,ISI
1,6,2,3,2,8.500000e-01
2,4,2,1,4,2.550000e+00
3,3,1,3,4,8.500000e-01
4,2,1,2,3,1.700000e+00
5,4,2,1,4,8.500000e-01
6,6,2,3,1,2.550000e+00
7,6,2,3,2,8.500000e-01
8,5,2,2,2,8.500000e-01
9,4,2,1,4,1.700000e+00
10,3,1,3,2,2.550000e+00
11,1,1,1,4,1.700000e+00
12,3,1,3,2,1.700000e+00
13,3,1,3,3,1.700000e+00
14,3,1,3,4,8.500000e-01
15,3,1,3,2,2.550000e+00
16,1,1,1,2,2.550000e+00
17,5,2,2,4,1.700000e+00
18,5,2,2,1,8.500000e-01
19,4,2,1,1,8.500000e-01
20,1,1,1,4,2.550000e+00
21,1,1,1,1,1.700000e+00
22,1,1,1,1,1.700000e+00
23,4,2,1,4,8.500000e-01
24,4,2,1,2,8.500000e-01
25,3,1,3,1,1.700000e+00
26,6,2,3,3,8.500000e-01
27,1,1,1,2,2.550000e+00
28,4,2,1,1,1.700000e+00
29,5,2,2,3,2.550000e+00
30,6,2,3,3,1.700000e+00
31,1,1,1,2,8.500000e-01
32,2,1,2,1,1.700000e+00
33,3,1,3,1,1.700000e+00
34,1,1,1,4,2.550000e+00
35,4,2,1,1,2.550000e+00
36,4,2,1,3,8.500000e-01
37,6,2,3,2,2.550000e+00
38,6,2,3,2,8.500000e-01
39,3,1,3,1,1.700000e+00
40,4,2,1,3,2.550000e+00
41,6,2,3,3,8.500000e-01
42,6,2,3,1,1.700000e+00
43,2,1,2,3,8.500000e-01
44,5,2,2,2,1.700000e+00
45,6,2,3,4,2.550000e+00
46,6,2,3,4,8.500000e-01
47,3,1,3,3,1.700000e+00
48,1,1,1,1,1.700000e+00
49,4,2,1,2,8.500000e-01
50,2,1,2,1,2.550000e+00
51,1,1,1,1,2.550000e+00
52,2,1,2,4,2.550000e+00
53,3,1,3,2,2.550000e+00
54,1,1,1,3,2.550000e+00
