Trialn,TrialType,Partner,Feedback,ITI,ISI
1,5,2,2,4,2.550000e+00
2,4,2,1,4,1.700000e+00
3,3,1,3,2,2.550000e+00
4,3,1,3,4,8.500000e-01
5,5,2,2,4,8.500000e-01
6,6,2,3,1,2.550000e+00
7,2,1,2,4,1.700000e+00
8,4,2,1,3,1.700000e+00
9,6,2,3,2,2.550000e+00
10,1,1,1,4,2.550000e+00
11,1,1,1,4,1.700000e+00
12,2,1,2,1,1.700000e+00
13,1,1,1,3,8.500000e-01
14,4,2,1,2,1.700000e+00
15,6,2,3,4,1.700000e+00
16,1,1,1,3,8.500000e-01
17,4,2,1,1,2.550000e+00
18,3,1,3,2,8.500000e-01
19,6,2,3,1,1.700000e+00
20,6,2,3,2,1.700000e+00
21,3,1,3,4,1.700000e+00
22,4,2,1,1,2.550000e+00
23,6,2,3,2,8.500000e-01
24,2,1,2,3,8.500000e-01
25,6,2,3,1,8.500000e-01
26,3,1,3,3,8.500000e-01
27,4,2,1,3,1.700000e+00
28,3,1,3,4,8.500000e-01
29,4,2,1,2,8.500000e-01
30,6,2,3,1,1.700000e+00
31,1,1,1,2,1.700000e+00
32,3,1,3,1,2.550000e+00
33,1,1,1,1,2.550000e+00
34,1,1,1,1,2.550000e+00
35,3,1,3,1,8.500000e-01
36,6,2,3,3,2.550000e+00
37,5,2,2,2,2.550000e+00
38,2,1,2,1,2.550000e+00
39,4,2,1,1,8.500000e-01
40,1,1,1,4,2.550000e+00
41,1,1,1,3,8.500000e-01
42,3,1,3,3,1.700000e+00
43,4,2,1,4,8.500000e-01
44,4,2,1,2,2.550000e+00
45,5,2,2,1,1.700000e+00
46,1,1,1,3,2.550000e+00
47,1,1,1,2,1.700000e+00
48,6,2,3,4,8.500000e-01
49,3,1,3,3,2.550000e+00
50,5,2,2,1,2.550000e+00
51,3,1,3,1,8.500000e-01
52,4,2,1,2,1.700000e+00
53,6,2,3,3,8.500000e-01
54,2,1,2,4,1.700000e+00
