Trialn,TrialType,Partner,Feedback,ITI,ISI
1,4,2,1,2,8.500000e-01
2,6,2,3,3,8.500000e-01
3,6,2,3,3,2.550000e+00
4,4,2,1,2,8.500000e-01
5,6,2,3,3,1.700000e+00
6,3,1,3,3,2.550000e+00
7,6,2,3,1,8.500000e-01
8,3,1,3,4,2.550000e+00
9,3,1,3,1,1.700000e+00
10,2,1,2,1,1.700000e+00
11,5,2,2,2,2.550000e+00
12,3,1,3,1,2.550000e+00
13,1,1,1,4,1.700000e+00
14,3,1,3,1,1.700000e+00
15,3,1,3,4,8.500000e-01
16,6,2,3,4,2.550000e+00
17,2,1,2,4,8.500000e-01
18,6,2,3,3,1.700000e+00
19,4,2,1,3,2.550000e+00
20,2,1,2,1,8.500000e-01
21,2,1,2,2,2.550000e+00
22,6,2,3,2,1.700000e+00
23,4,2,1,3,8.500000e-01
24,1,1,1,4,1.700000e+00
25,1,1,1,3,2.550000e+00
26,5,2,2,2,8.500000e-01
27,4,2,1,3,2.550000e+00
28,3,1,3,3,2.550000e+00
29,1,1,1,2,2.550000e+00
30,3,1,3,1,1.700000e+00
31,6,2,3,1,8.500000e-01
32,6,2,3,1,2.550000e+00
33,1,1,1,4,8.500000e-01
34,1,1,1,1,2.550000e+00
35,3,1,3,2,8.500000e-01
36,2,1,2,1,8.500000e-01
37,4,2,1,2,1.700000e+00
38,6,2,3,4,1.700000e+00
39,1,1,1,2,2.550000e+00
40,4,2,1,3,2.550000e+00
41,3,1,3,3,8.500000e-01
42,4,2,1,4,8.500000e-01
43,3,1,3,4,1.700000e+00
44,4,2,1,1,8.500000e-01
45,5,2,2,4,2.550000e+00
46,5,2,2,4,1.700000e+00
47,5,2,2,1,1.700000e+00
48,6,2,3,3,1.700000e+00
49,1,1,1,4,8.500000e-01
50,1,1,1,1,1.700000e+00
51,4,2,1,3,1.700000e+00
52,4,2,1,3,8.500000e-01
53,1,1,1,3,1.700000e+00
54,1,1,1,2,2.550000e+00
