Trialn,TrialType,Partner,Feedback,ITI,ISI
1,3,1,3,2,2.550000e+00
2,6,2,3,2,2.550000e+00
3,2,1,2,4,1.700000e+00
4,1,1,1,3,8.500000e-01
5,1,1,1,4,2.550000e+00
6,4,2,1,4,1.700000e+00
7,1,1,1,4,1.700000e+00
8,6,2,3,4,1.700000e+00
9,4,2,1,2,8.500000e-01
10,5,2,2,4,2.550000e+00
11,1,1,1,3,8.500000e-01
12,1,1,1,1,8.500000e-01
13,5,2,2,4,8.500000e-01
14,5,2,2,3,8.500000e-01
15,5,2,2,1,8.500000e-01
16,1,1,1,4,2.550000e+00
17,4,2,1,4,1.700000e+00
18,6,2,3,3,2.550000e+00
19,1,1,1,1,2.550000e+00
20,1,1,1,1,2.550000e+00
21,6,2,3,2,1.700000e+00
22,3,1,3,3,8.500000e-01
23,2,1,2,1,8.500000e-01
24,4,2,1,1,2.550000e+00
25,6,2,3,3,2.550000e+00
26,6,2,3,3,8.500000e-01
27,1,1,1,2,8.500000e-01
28,6,2,3,1,2.550000e+00
29,6,2,3,1,1.700000e+00
30,6,2,3,2,1.700000e+00
31,4,2,1,3,8.500000e-01
32,1,1,1,2,2.550000e+00
33,4,2,1,3,1.700000e+00
34,4,2,1,3,8.500000e-01
35,4,2,1,4,2.550000e+00
36,2,1,2,1,2.550000e+00
37,3,1,3,1,1.700000e+00
38,6,2,3,2,2.550000e+00
39,2,1,2,4,8.500000e-01
40,4,2,1,4,8.500000e-01
41,6,2,3,1,8.500000e-01
42,3,1,3,4,8.500000e-01
43,4,2,1,1,2.550000e+00
44,3,1,3,2,1.700000e+00
45,5,2,2,4,1.700000e+00
46,3,1,3,2,1.700000e+00
47,3,1,3,3,1.700000e+00
48,2,1,2,2,1.700000e+00
49,3,1,3,3,8.500000e-01
50,3,1,3,4,2.550000e+00
51,4,2,1,1,1.700000e+00
52,3,1,3,1,1.700000e+00
53,3,1,3,1,1.700000e+00
54,1,1,1,3,2.550000e+00
