Trialn,TrialType,Partner,Feedback,ITI,ISI
1,4,2,1,2,8.500000e-01
2,2,1,2,3,8.500000e-01
3,1,1,1,1,1.700000e+00
4,4,2,1,3,2.550000e+00
5,4,2,1,1,1.700000e+00
6,1,1,1,2,8.500000e-01
7,1,1,1,2,1.700000e+00
8,5,2,2,2,8.500000e-01
9,6,2,3,1,1.700000e+00
10,1,1,1,4,2.550000e+00
11,3,1,3,1,8.500000e-01
12,3,1,3,1,8.500000e-01
13,6,2,3,4,1.700000e+00
14,6,2,3,1,1.700000e+00
15,4,2,1,3,8.500000e-01
16,3,1,3,3,1.700000e+00
17,1,1,1,1,1.700000e+00
18,3,1,3,3,8.500000e-01
19,6,2,3,3,8.500000e-01
20,3,1,3,3,2.550000e+00
21,1,1,1,1,2.550000e+00
22,6,2,3,3,8.500000e-01
23,5,2,2,4,2.550000e+00
24,4,2,1,2,1.700000e+00
25,2,1,2,4,2.550000e+00
26,4,2,1,3,1.700000e+00
27,4,2,1,2,1.700000e+00
28,3,1,3,1,8.500000e-01
29,3,1,3,2,1.700000e+00
30,4,2,1,4,1.700000e+00
31,2,1,2,2,2.550000e+00
32,5,2,2,1,1.700000e+00
33,5,2,2,4,2.550000e+00
34,2,1,2,2,8.500000e-01
35,6,2,3,1,8.500000e-01
36,6,2,3,1,2.550000e+00
37,4,2,1,4,8.500000e-01
38,3,1,3,1,1.700000e+00
39,3,1,3,2,2.550000e+00
40,3,1,3,1,1.700000e+00
41,1,1,1,3,2.550000e+00
42,6,2,3,3,2.550000e+00
43,4,2,1,4,1.700000e+00
44,1,1,1,3,2.550000e+00
45,3,1,3,2,8.500000e-01
46,4,2,1,1,8.500000e-01
47,1,1,1,2,2.550000e+00
48,1,1,1,4,1.700000e+00
49,6,2,3,4,8.500000e-01
50,6,2,3,2,2.550000e+00
51,2,1,2,3,2.550000e+00
52,6,2,3,4,8.500000e-01
53,5,2,2,3,2.550000e+00
54,1,1,1,4,2.550000e+00
