Trialn,TrialType,Partner,Feedback,ITI,ISI
1,6,2,3,3,8.500000e-01
2,1,1,1,4,2.550000e+00
3,1,1,1,2,2.550000e+00
4,1,1,1,3,1.700000e+00
5,4,2,1,1,8.500000e-01
6,5,2,2,2,1.700000e+00
7,1,1,1,1,2.550000e+00
8,5,2,2,2,2.550000e+00
9,3,1,3,2,8.500000e-01
10,1,1,1,3,8.500000e-01
11,2,1,2,1,1.700000e+00
12,5,2,2,3,1.700000e+00
13,6,2,3,3,1.700000e+00
14,4,2,1,1,8.500000e-01
15,6,2,3,1,2.550000e+00
16,3,1,3,4,1.700000e+00
17,1,1,1,4,8.500000e-01
18,2,1,2,4,8.500000e-01
19,4,2,1,3,1.700000e+00
20,6,2,3,3,2.550000e+00
21,3,1,3,4,1.700000e+00
22,4,2,1,4,8.500000e-01
23,6,2,3,3,1.700000e+00
24,2,1,2,4,2.550000e+00
25,3,1,3,2,2.550000e+00
26,6,2,3,2,8.500000e-01
27,5,2,2,3,2.550000e+00
28,4,2,1,1,2.550000e+00
29,6,2,3,3,2.550000e+00
30,4,2,1,1,1.700000e+00
31,1,1,1,4,1.700000e+00
32,3,1,3,1,1.700000e+00
33,6,2,3,2,2.550000e+00
34,4,2,1,3,1.700000e+00
35,4,2,1,1,8.500000e-01
36,3,1,3,1,2.550000e+00
37,4,2,1,2,2.550000e+00
38,1,1,1,4,1.700000e+00
39,3,1,3,2,2.550000e+00
40,1,1,1,4,8.500000e-01
41,3,1,3,3,8.500000e-01
42,3,1,3,4,1.700000e+00
43,6,2,3,1,2.550000e+00
44,3,1,3,3,8.500000e-01
45,5,2,2,4,1.700000e+00
46,6,2,3,4,8.500000e-01
47,1,1,1,1,8.500000e-01
48,6,2,3,2,1.700000e+00
49,1,1,1,1,8.500000e-01
50,2,1,2,3,8.500000e-01
51,4,2,1,2,2.550000e+00
52,4,2,1,4,1.700000e+00
53,3,1,3,1,8.500000e-01
54,2,1,2,2,2.550000e+00
