Trialn,TrialType,Partner,Feedback,ITI,ISI
1,3,1,3,3,2.550000e+00
2,5,2,2,4,2.550000e+00
3,6,2,3,3,8.500000e-01
4,4,2,1,2,8.500000e-01
5,1,1,1,3,8.500000e-01
6,3,1,3,1,2.550000e+00
7,6,2,3,2,1.700000e+00
8,1,1,1,2,1.700000e+00
9,3,1,3,4,1.700000e+00
10,4,2,1,3,8.500000e-01
11,6,2,3,3,1.700000e+00
12,4,2,1,1,8.500000e-01
13,6,2,3,2,1.700000e+00
14,4,2,1,4,8.500000e-01
15,1,1,1,3,8.500000e-01
16,3,1,3,1,2.550000e+00
17,4,2,1,4,2.550000e+00
18,1,1,1,3,1.700000e+00
19,6,2,3,4,2.550000e+00
20,6,2,3,3,8.500000e-01
21,4,2,1,4,2.550000e+00
22,4,2,1,1,1.700000e+00
23,3,1,3,1,1.700000e+00
24,4,2,1,3,1.700000e+00
25,3,1,3,4,2.550000e+00
26,3,1,3,2,2.550000e+00
27,4,2,1,4,1.700000e+00
28,1,1,1,3,2.550000e+00
29,6,2,3,1,1.700000e+00
30,6,2,3,1,2.550000e+00
31,6,2,3,1,8.500000e-01
32,5,2,2,3,8.500000e-01
33,6,2,3,4,8.500000e-01
34,1,1,1,1,1.700000e+00
35,3,1,3,4,1.700000e+00
36,2,1,2,1,2.550000e+00
37,5,2,2,2,2.550000e+00
38,2,1,2,4,2.550000e+00
39,3,1,3,3,1.700000e+00
40,3,1,3,4,2.550000e+00
41,3,1,3,2,2.550000e+00
42,1,1,1,2,8.500000e-01
43,1,1,1,2,1.700000e+00
44,1,1,1,2,8.500000e-01
45,1,1,1,1,1.700000e+00
46,1,1,1,2,2.550000e+00
47,2,1,2,4,8.500000e-01
48,6,2,3,3,8.500000e-01
49,5,2,2,1,2.550000e+00
50,4,2,1,2,8.500000e-01
51,4,2,1,4,8.500000e-01
52,5,2,2,4,1.700000e+00
53,2,1,2,1,1.700000e+00
54,2,1,2,4,8.500000e-01
