Trialn,TrialType,Partner,Feedback,ITI,ISI
1,6,2,3,2,1.700000e+00
2,3,1,3,1,8.500000e-01
3,2,1,2,4,8.500000e-01
4,4,2,1,4,8.500000e-01
5,6,2,3,1,2.550000e+00
6,5,2,2,3,8.500000e-01
7,4,2,1,1,8.500000e-01
8,6,2,3,3,1.700000e+00
9,6,2,3,2,2.550000e+00
10,2,1,2,4,1.700000e+00
11,4,2,1,2,2.550000e+00
12,1,1,1,4,2.550000e+00
13,1,1,1,1,1.700000e+00
14,5,2,2,2,2.550000e+00
15,3,1,3,1,8.500000e-01
16,4,2,1,1,8.500000e-01
17,1,1,1,3,8.500000e-01
18,1,1,1,1,2.550000e+00
19,4,2,1,1,8.500000e-01
20,5,2,2,3,2.550000e+00
21,6,2,3,2,8.500000e-01
22,1,1,1,3,1.700000e+00
23,4,2,1,1,1.700000e+00
24,3,1,3,2,1.700000e+00
25,2,1,2,2,2.550000e+00
26,4,2,1,4,2.550000e+00
27,3,1,3,1,2.550000e+00
28,1,1,1,3,2.550000e+00
29,4,2,1,2,1.700000e+00
30,2,1,2,4,2.550000e+00
31,6,2,3,4,1.700000e+00
32,3,1,3,3,2.550000e+00
33,6,2,3,2,1.700000e+00
34,6,2,3,2,1.700000e+00
35,2,1,2,4,8.500000e-01
36,5,2,2,4,1.700000e+00
37,5,2,2,1,8.500000e-01
38,1,1,1,4,1.700000e+00
39,1,1,1,2,2.550000e+00
40,1,1,1,1,8.500000e-01
41,6,2,3,2,8.500000e-01
42,4,2,1,2,8.500000e-01
43,4,2,1,3,2.550000e+00
44,3,1,3,2,1.700000e+00
45,6,2,3,2,8.500000e-01
46,4,2,1,3,1.700000e+00
47,1,1,1,4,2.550000e+00
48,1,1,1,4,2.550000e+00
49,3,1,3,1,8.500000e-01
50,6,2,3,4,1.700000e+00
51,3,1,3,3,1.700000e+00
52,3,1,3,3,8.500000e-01
53,3,1,3,3,1.700000e+00
54,3,1,3,1,2.550000e+00
